Capability,Tool,Status,Integrated,Working
General,registry_3,Partial,Yes,No
General,registry_4,Partial,Yes,No
General,registry_5,Partial,Yes,No
General,registry_8,Partial,Yes,No
General,registry_bridge,Partial,Yes,No
General,registry_test,Partial,Yes,No
General,reg_records,Partial,Yes,No
General,related,Partial,Yes,No
General,relationship_graph,Partial,Yes,No
General,relationship_mapper,Partial,Yes,No
General,release,Partial,Yes,No
General,release-binary,Partial,Yes,No
General,release-pypi,Partial,Yes,No
General,release-test,Partial,Yes,No
General,releaserc,Partial,Yes,No
General,remediation-agent,Partial,Yes,No
General,renderer,Partial,Yes,No
General,renderers,Partial,Yes,No
General,replay,Partial,Yes,No
General,replay_engine,Partial,Yes,No
Port Scanning,report-executive_1,Partial,Yes,No
Port Scanning,report-executive_2,Partial,Yes,No
Port Scanning,report-output-provider,Partial,Yes,No
Port Scanning,report-snippet,Partial,Yes,No
Port Scanning,reporter,Partial,Yes,No
Port Scanning,reporthtml,Partial,Yes,No
Port Scanning,reporting-cherrytree,Partial,Yes,No
Port Scanning,reporting-markdown,Partial,Yes,No
Port Scanning,reporting-remediation,Partial,Yes,No
Port Scanning,report_121,Partial,Yes,No
Port Scanning,report_14,Partial,Yes,No
Port Scanning,report_15,Partial,Yes,No
Port Scanning,report_16,Partial,Yes,No
Port Scanning,report_17,Partial,Yes,No
Port Scanning,report_18,Partial,Yes,No
Port Scanning,report_agent,Partial,Yes,No
Port Scanning,report_generator,Partial,Yes,No
Port Scanning,report_injector,Partial,Yes,No
Port Scanning,report_injector_1,Partial,Yes,No
Port Scanning,report_injector_2,Partial,Yes,No
General,requirements,Partial,Yes,No
General,requirements_11,Partial,Yes,No
General,requirements_12,Partial,Yes,No
General,requirements_14,Partial,Yes,No
General,requirements_15,Partial,Yes,No
General,requirements_16,Partial,Yes,No
General,requirements_2,Partial,Yes,No
General,requirements_3,Partial,Yes,No
General,requirements_5,Partial,Yes,No
General,requirements_6,Partial,Yes,No
General,requirements_8,Partial,Yes,No
General,requirements_9,Partial,Yes,No
General,reset_juice_shop,Partial,Yes,No
General,resilience,Partial,Yes,No
General,resiliencetest,Partial,Yes,No
General,resolve,Partial,Yes,No
General,resolvers,Partial,Yes,No
General,resolvers_1,Partial,Yes,No
General,resolvers_test,Partial,Yes,No
General,resolver_manager,Partial,Yes,No
General,resources,Partial,Yes,No
AI,resource_availability,Partial,Yes,No
General,responder,Partial,Yes,No
General,response_headers,Partial,Yes,No
General,RESPONSIBLE_DISCLOSURE,Partial,Yes,No
General,rest_api,Partial,Yes,No
General,result,Partial,Yes,No
General,retrieval_postprocess,Partial,Yes,No
General,retrieval_postprocess_test,Partial,Yes,No
General,retry,Partial,Yes,No
General,reverse,Partial,Yes,No
General,reverse-engineer,Partial,Yes,No
General,review,Partial,Yes,No
General,riddler,Partial,Yes,No
General,rigid,Partial,Yes,No
General,rigid_test,Partial,Yes,No
General,risk_mapper,Partial,Yes,No
General,risk_scorer,Partial,Yes,No
General,risk_scoring,Partial,Yes,No
General,ROADMAP,Partial,Yes,No
General,robot,Partial,Yes,No
General,robot_en,Partial,Yes,No
General,robtext,Partial,Yes,No
General,role,Partial,Yes,No
General,roles,Partial,Yes,No
General,rollback-beta,Partial,Yes,No
General,router,Partial,Yes,No
General,route_correlator,Partial,Yes,No
General,rpcclient,Partial,Yes,No
General,rpcdump,Partial,Yes,No
Cloud,rsecloud,Metadata Only,No,No
General,rsync-list-files,Partial,Yes,No
General,run,Partial,Yes,No
General,run-shannon-blackbox,Partial,Yes,No
General,RunCommand,Partial,Yes,No
General,runner,Partial,Yes,No
General,runner_1,Partial,Yes,No
General,runner_3,Partial,Yes,No
General,runner_reasoning_history_test,Partial,Yes,No
General,run_all,Partial,Yes,No
General,run_bench,Partial,Yes,No
General,run_benchmarks,Partial,Yes,No
General,run_context,Partial,Yes,No
General,run_dvwa_engagement,Partial,Yes,No
General,run_dvwa_full,Partial,Yes,No
General,run_summary,Partial,Yes,No
General,run_summary_1,Partial,Yes,No
General,run_tests,Partial,Yes,No
Port Scanning,rustscan,Partial,Yes,No
Port Scanning,rustscan_2,Partial,Yes,No
Port Scanning,rustscan_tool,Partial,Yes,No
Port Scanning,s3scanner,Metadata Only,No,No
Port Scanning,s3_scanner,Metadata Only,No,No
General,saml_xsw,Partial,Yes,No
General,sandbox,Partial,Yes,No
General,sanitize,Partial,Yes,No
General,save-deliverable,Partial,Yes,No
General,save_results,Partial,Yes,No
Port Scanning,scan4all,Complete,Yes,Yes
Port Scanning,scanners,Partial,Yes,No
Port Scanning,scanner_5,Partial,Yes,No
Port Scanning,scan_optimizer,Partial,Yes,No
General,scheduler,Partial,Yes,No
General,schedulertest,Partial,Yes,No
General,scheduler_2,Partial,Yes,No
General,schema-gen-agent,Partial,Yes,No
General,schemas,Partial,Yes,No
General,schemas_1,Partial,Yes,No
General,scope,Partial,Yes,No
General,scope_1,Partial,Yes,No
General,scope_test,Partial,Yes,No
General,SCORE,Partial,Yes,No
General,SCORE_1,Partial,Yes,No
General,SCORE_2,Partial,Yes,No
General,score_juiceshop,Partial,Yes,No
General,Screenshot1,Partial,Yes,No
General,search,Partial,Yes,No
General,search_2,Partial,Yes,No
General,secretscfg,Partial,Yes,No
General,SECURITY,Partial,Yes,No
General,security-header-analyzer,Partial,Yes,No
General,SecurityHeaderAnalyzer,Partial,Yes,No
General,SecurityHeaderAnalyzertest,Partial,Yes,No
AI,securitytrails,Partial,Yes,No
AI,securitytrails_2,Partial,Yes,No
General,SECURITY_2,Partial,Yes,No
General,security_tools,Partial,Yes,No
General,sensitive_detector,Partial,Yes,No
AI,sensitive_domains,Partial,Yes,No
General,server,Partial,Yes,No
General,server_1,Partial,Yes,No
General,server_2,Partial,Yes,No
General,server_3,Partial,Yes,No
Web Enumeration,server_https_bootstrap,Partial,Yes,No
General,service,Partial,Yes,No
General,services_commands,Partial,Yes,No
General,service_1,Partial,Yes,No
General,service_correlator,Partial,Yes,No
General,service_detection,Complete,Yes,Yes
General,service_intelligence_view,Partial,Yes,No
General,service_learning,Partial,Yes,No
General,session,Partial,Yes,No
General,session-manager,Metadata Only,No,No
General,sessions,Partial,Yes,No
General,session_manager,Partial,Yes,No
General,settings,Partial,Yes,No
General,settings_1,Partial,Yes,No
General,settings_3,Partial,Yes,No
General,settings_4,Partial,Yes,No
General,setup_2,Partial,Yes,No
General,severity_engine,Partial,Yes,No
General,shadow-it,Partial,Yes,No
General,shadow-ittest,Partial,Yes,No
General,shannon,Partial,Yes,No
General,shannon-action,Partial,Yes,No
General,SHANNON-PRO,Partial,Yes,No
Port Scanning,shannon-report-crapi,Partial,Yes,No
Port Scanning,shannon-report-juice-shop,Partial,Yes,No
Port Scanning,shannon-scan,Partial,Yes,No
General,shannon-screen_1,Partial,Yes,No
General,shared,Partial,Yes,No
General,sherlock,Partial,Yes,No
General,shodan,Metadata Only,No,No
General,shodan_api,Partial,Yes,No
General,shodan_apicpython-313,Partial,Yes,No
General,shodan_recon_plugin,Partial,Yes,No
General,shodan_search,Partial,Yes,No
General,showmount,Partial,Yes,No
DNS / Subdomain Enumeration,shuffledns,Partial,Yes,No
DNS / Subdomain Enumeration,shuffledns_tool,Partial,Yes,No
General,SimpleJson,Partial,Yes,No
General,sipvicious,Partial,Yes,No
General,sitedossier,Partial,Yes,No
General,sitedossier_2,Partial,Yes,No
General,sitemap-agent,Partial,Yes,No
General,SKILL,Partial,Yes,No
General,skills,Partial,Yes,No
General,SKILL_11,Partial,Yes,No
General,SKILL_13,Partial,Yes,No
General,SKILL_19,Partial,Yes,No
General,SKILL_2,Partial,Yes,No
General,SKILL_20,Partial,Yes,No
General,SKILL_22,Partial,Yes,No
General,SKILL_23,Partial,Yes,No
General,SKILL_3,Partial,Yes,No
General,SKILL_5,Partial,Yes,No
General,SKILL_6,Partial,Yes,No
General,SKILL_7,Partial,Yes,No
General,SKILL_8,Partial,Yes,No
General,SKILL_9,Partial,Yes,No
General,sleep,Partial,Yes,No
Port Scanning,smart-scan,Partial,Yes,No
Port Scanning,smart-scan-expanded-toolset,Partial,Yes,No
Port Scanning,smart-scan-on-search,Partial,Yes,No
General,smbclient,Partial,Yes,No
General,smbmap,Partial,Yes,No
General,snmpwalk,Partial,Yes,No
General,solution,Partial,Yes,No
General,solved-challenges,Partial,Yes,No
General,source-gen-agent,Partial,Yes,No
General,sources,Partial,Yes,No
General,sources_test,Partial,Yes,No
General,sources_wo_auth_test,Partial,Yes,No
General,sources_w_auth_test,Partial,Yes,No
General,spa_probes,Partial,Yes,No
General,SPEC,Partial,Yes,No
General,spiderfoot,Partial,Yes,No
General,splash,Partial,Yes,No
General,spotter,Partial,Yes,No
General,sqli_fuzz,Partial,Yes,No
General,sqli_login_bypass,Partial,Yes,No
General,SQLmap,Partial,Yes,No
General,sqlmap-agent,Partial,Yes,No
General,srv,Partial,Yes,No
General,sse_keepalive,Partial,Yes,No
General,sse_stream,Partial,Yes,No
General,ssh_manager,Partial,Yes,No
General,ssl,Partial,Yes,No
Port Scanning,sslscan,Partial,Yes,No
General,SslTrustAll,Partial,Yes,No
General,SslTrustAll1,Partial,Yes,No
General,SslTrustAllTimeoutSslSocketFactory,Partial,Yes,No
General,ssl_checker,Partial,Yes,No
Cloud,ssrf_cloud_metadata,Metadata Only,No,No
General,ssti_fuzz,Partial,Yes,No
General,ssti_polyglot,Partial,Yes,No
General,ssti_stored,Partial,Yes,No
General,stage121_catalog,Partial,Yes,No
Web Enumeration,stage121_web,Partial,Yes,No
General,stage122_catalog,Partial,Yes,No
General,stage123_catalog,Partial,Yes,No
General,STAGE2,Partial,Yes,No
General,start,Partial,Yes,No
General,stats,Partial,Yes,No
General,status,Partial,Yes,No
General,stderr,Partial,Yes,No
General,stderr_1,Partial,Yes,No
General,stdout,Partial,Yes,No
General,stdout_1,Partial,Yes,No
General,stealth_crawler,Partial,Yes,No
General,steghide,Partial,Yes,No
General,stig-analyst,Partial,Yes,No
General,stored_xss,Partial,Yes,No
General,style,Partial,Yes,No
General,styles,Partial,Yes,No
DNS / Subdomain Enumeration,subdomain,Partial,Yes,No
DNS / Subdomain Enumeration,subdomain-enumeration,Partial,Yes,No
DNS / Subdomain Enumeration,subdomain-hunter-agent,Partial,Yes,No
DNS / Subdomain Enumeration,subdomains,Partial,Yes,No
DNS / Subdomain Enumeration,subdomainstxt,Partial,Yes,No
DNS / Subdomain Enumeration,subdomains_1,Partial,Yes,No
DNS / Subdomain Enumeration,subdomains_2,Partial,Yes,No
DNS / Subdomain Enumeration,subdomains_v0,Partial,Yes,No
DNS / Subdomain Enumeration,subdomains_v1,Partial,Yes,No
DNS / Subdomain Enumeration,subdomains_v2,Partial,Yes,No
General,subfinder,Complete,Yes,Yes
General,subfinder-logo,Partial,Yes,No
General,subfinder-run,Partial,Yes,No
General,subfinder_2,Partial,Yes,No
General,sublist3r_tool,Partial,Yes,No
General,submd,Partial,Yes,No
General,SUBPROCESSORS,Partial,Yes,No
General,subprocess_mixin,Partial,Yes,No
General,subprocess_runner,Partial,Yes,No
General,subs,Partial,Yes,No
General,sub_agent_context,Partial,Yes,No
General,sub_agent_context_test,Partial,Yes,No
General,suggestion_engine,Partial,Yes,No
General,SUMMARY,Partial,Yes,No
General,summary-mapper,Partial,Yes,No
Port Scanning,support,Partial,Yes,No
Port Scanning,support_test,Partial,Yes,No
General,surface_mapping,Complete,Yes,Yes
General,swagger,Partial,Yes,No
General,swagger_2,Partial,Yes,No
General,swagger_parser,Partial,Yes,No
General,swarm-orchestrator,Partial,Yes,No
General,tag_engine,Partial,Yes,No
General,takeover_detector,Partial,Yes,No
General,target-model,Partial,Yes,No
General,targets,Partial,Yes,No
General,target_classifier,Partial,Yes,No
General,task-management,Partial,Yes,No
General,tasks,Partial,Yes,No
General,task_handler,Partial,Yes,No
General,task_manager,Partial,Yes,No
General,task_processor,Partial,Yes,No
General,task_tree_manager,Partial,Yes,No
General,tech-fingerprinter-agent,Partial,Yes,No
General,tech_detection,Complete,Yes,Yes
General,telemetry,Partial,Yes,No
General,templates,Partial,Yes,No
General,template_manager,Partial,Yes,No
General,terminal,Partial,Yes,No
General,terminal_ws_unix,Partial,Yes,No
General,TERMS,Partial,Yes,No
Port Scanning,terrascan,Partial,Yes,No
General,test-cortex-integration,Partial,Yes,No
General,test-gen-agent,Partial,Yes,No
General,test-lsg-v2,Partial,Yes,No
General,test-multibar,Partial,Yes,No
General,test-suite,Partial,Yes,No
General,test1,Partial,Yes,No
General,test2,Partial,Yes,No
General,testLogin,Partial,Yes,No
General,tests,Partial,Yes,No
General,testssl,Partial,Yes,No
General,test_agents_parallel,Partial,Yes,No
General,test_agent_loop,Partial,Yes,No
General,test_agent_mode_cli,Partial,Yes,No
General,test_anthropic_agent,Partial,Yes,No
General,test_api_security_e2e_smoke,Partial,Yes,No
General,test_api_server,Partial,Yes,No
General,test_arjun_integration,Partial,Yes,No
General,test_async_prompt,Partial,Yes,No
Port Scanning,test_authenticated_scan_coverage,Partial,Yes,No
General,test_auth_profiles,Partial,Yes,No
General,test_auth_profiles_smoke,Partial,Yes,No
General,test_auth_profile_cli,Partial,Yes,No
General,test_auth_runner,Partial,Yes,No
Port Scanning,test_auth_scan_e2e_smoke,Partial,Yes,No
General,test_auth_session,Partial,Yes,No
General,test_auth_session_bearer_flow,Partial,Yes,No
General,test_backend_interface,Partial,Yes,No
General,test_base_agent_coverage,Partial,Yes,No
General,test_benchmarks_scoring_common,Partial,Yes,No
General,test_browser_agent,Partial,Yes,No
General,test_browser_agent_e2e_smoke,Partial,Yes,No
General,test_browser_crawler,Partial,Yes,No
General,test_cache,Partial,Yes,No
AI,test_chain,Partial,Yes,No
AI,test_chain_quality,Partial,Yes,No
General,test_checkpoint,Partial,Yes,No
General,test_ci_mode,Partial,Yes,No
General,test_cli,Partial,Yes,No
General,test_cli_auth_coverage,Partial,Yes,No
General,test_cli_vps_count,Partial,Yes,No
General,test_common,Partial,Yes,No
General,test_config,Partial,Yes,No
General,test_connection,Partial,Yes,No
General,test_controller,Partial,Yes,No
General,test_core,Partial,Yes,No
General,test_cost_tracker,Partial,Yes,No
General,test_csrf_auth_e2e_smoke,Partial,Yes,No
General,test_dashboard,Partial,Yes,No
General,test_dedup,Partial,Yes,No
DNS / Subdomain Enumeration,test_dns_resolver_auto,Partial,Yes,No
General,test_e2e_probes,Partial,Yes,No
General,test_engagement_lifecycle_e2e,Partial,Yes,No
Web Enumeration,test_ensure_webs_all,Partial,Yes,No
General,test_events,Partial,Yes,No
General,test_evidence,Partial,Yes,No
General,test_evidence_contract,Partial,Yes,No
General,test_exec_context,Partial,Yes,No
Port Scanning,test_exports,Partial,Yes,No
Port Scanning,test_export_cli,Partial,Yes,No
General,test_file_transfer,Partial,Yes,No
General,test_full_flow,Partial,Yes,No
General,test_full_workflow,Partial,Yes,No
General,test_handlers_misc,Partial,Yes,No
General,test_handler_meta,Partial,Yes,No
Web Enumeration,test_handler_web_probes,Partial,Yes,No
General,test_hitl_coverage,Partial,Yes,No
General,test_injection,Partial,Yes,No
General,test_install_planner,Partial,Yes,No
General,test_install_preferences,Partial,Yes,No
General,test_integration,Partial,Yes,No
General,test_integration_dvwa,Partial,Yes,No
General,test_juiceshop_e2e_smoke,Partial,Yes,No
General,test_langfuse,Partial,Yes,No
General,test_langfuse_1,Partial,Yes,No
General,test_legacy_probe_migration,Partial,Yes,No
General,test_list_targets,Partial,Yes,No
AI,test_llm,Partial,Yes,No
AI,test_llm_e2e_smoke,Partial,Yes,No
AI,test_llm_redteam,Partial,Yes,No
General,test_mcp_action_surface,Partial,Yes,No
General,test_mcp_auth_profile,Partial,Yes,No
General,test_mcp_auth_session_reuse,Partial,Yes,No
General,test_mcp_client_and_hitl,Partial,Yes,No
General,test_mcp_honeypot_e2e,Partial,Yes,No
General,test_mcp_security_tools,Partial,Yes,No
General,test_mcp_server,Partial,Yes,No
General,test_mcp_server_coverage,Partial,Yes,No
General,test_mcp_setup,Partial,Yes,No
General,test_misc_coverage,Partial,Yes,No
General,test_mobile_agent_e2e_smoke,Partial,Yes,No
General,test_monitor,Partial,Yes,No
General,test_monitor_mode,Partial,Yes,No
General,test_new_high_roi_probes,Partial,Yes,No
General,test_new_tool_integrations,Partial,Yes,No
General,test_observation_normalization,Partial,Yes,No
General,test_os_execution,Partial,Yes,No
General,test_output_parser,Partial,Yes,No
General,test_parallel,Partial,Yes,No
General,test_payload_library,Partial,Yes,No
General,test_perf_profile,Partial,Yes,No
General,test_permutation_wordlist_select,Partial,Yes,No
General,test_phase6,Partial,Yes,No
General,test_playbook,Partial,Yes,No
General,test_plugin_loader,Partial,Yes,No
General,test_primitives_evidence_capture,Partial,Yes,No
General,test_probe_asset_secrets,Partial,Yes,No
General,test_probe_business_logic_fuzz,Partial,Yes,No
General,test_probe_captcha_replay,Partial,Yes,No
General,test_probe_cors_reflection,Partial,Yes,No
General,test_probe_coupon_forging,Partial,Yes,No
General,test_probe_crawler,Partial,Yes,No
General,test_probe_cve_poc,Partial,Yes,No
General,test_probe_deserialization,Partial,Yes,No
General,test_probe_dom_xss,Partial,Yes,No
General,test_probe_exif_metadata,Partial,Yes,No
General,test_probe_file_upload_validation,Partial,Yes,No
General,test_probe_forced_error,Partial,Yes,No
General,test_probe_graphql_introspection,Partial,Yes,No
General,test_probe_hidden_discovery,Partial,Yes,No
General,test_probe_host_header_reset_poisoning,Partial,Yes,No
General,test_probe_idor_authenticated,Partial,Yes,No
General,test_probe_idor_authz_differential,Partial,Yes,No
General,test_probe_idor_sequential,Partial,Yes,No
General,test_probe_ldap_injection,Partial,Yes,No
General,test_probe_leaked_credentials,Partial,Yes,No
General,test_probe_mass_assignment,Partial,Yes,No
General,test_probe_nosql_fuzz,Partial,Yes,No
General,test_probe_oauth_pkce_downgrade,Partial,Yes,No
General,test_probe_path_traversal,Partial,Yes,No
General,test_probe_primitives,Partial,Yes,No
General,test_probe_prototype_pollution,Partial,Yes,No
General,test_probe_race_condition,Partial,Yes,No
General,test_probe_reflected_xss,Partial,Yes,No
General,test_probe_registry,Partial,Yes,No
General,test_probe_response_headers,Partial,Yes,No
General,test_probe_sqli_fuzz,Partial,Yes,No
Cloud,test_probe_ssrf_cloud_metadata,Metadata Only,No,No
General,test_probe_ssti_fuzz,Partial,Yes,No
General,test_probe_ssti_polyglot,Partial,Yes,No
General,test_probe_ssti_stored,Partial,Yes,No
General,test_probe_stored_xss,Partial,Yes,No
Web Enumeration,test_probe_web3,Partial,Yes,No
Web Enumeration,test_probe_web_cache_deception,Partial,Yes,No
General,test_probe_xss_fuzz,Partial,Yes,No
General,test_probe_xxe_upload,Partial,Yes,No
General,test_process_registry,Partial,Yes,No
General,test_profile_migration,Partial,Yes,No
General,test_providers,Partial,Yes,No
General,test_registry_bridge,Partial,Yes,No
General,test_registry_coverage,Partial,Yes,No
General,test_registry_extended,Partial,Yes,No
Port Scanning,test_reporting,Partial,Yes,No
Port Scanning,test_report_only,Partial,Yes,No
General,test_resolvers_external,Partial,Yes,No
General,test_resolvers_hardening,Partial,Yes,No
General,test_resolver_env,Partial,Yes,No
General,test_sanitize,Partial,Yes,No
Port Scanning,test_scanners,Partial,Yes,No
General,test_scope,Partial,Yes,No
General,test_secure_credential,Partial,Yes,No
General,test_session,Partial,Yes,No
General,test_severity_calibration,Partial,Yes,No
General,test_shell_syntax,Partial,Yes,No
General,test_smoke,Partial,Yes,No
General,test_spa_probes,Partial,Yes,No
General,test_specialist_agents_coverage,Partial,Yes,No
General,test_stage1,Partial,Yes,No
General,test_stage121_integration,Partial,Yes,No
General,test_stage122_integration,Partial,Yes,No
General,test_stage123_integration,Partial,Yes,No
General,test_stage13_orchestration,Partial,Yes,No
General,test_stage14_tui,Partial,Yes,No
General,test_stage15_plugins,Partial,Yes,No
General,test_stage181_burp,Partial,Yes,No
General,test_stage182_traffic,Partial,Yes,No
General,test_stage19_plugins,Partial,Yes,No
General,test_stage2,Partial,Yes,No
General,test_stage20_services,Partial,Yes,No
General,test_stage2_integration,Partial,Yes,No
General,test_stealth_crawler,Partial,Yes,No
DNS / Subdomain Enumeration,test_subdomains_asn,Partial,Yes,No
DNS / Subdomain Enumeration,test_subdomains_filtering,Partial,Yes,No
General,test_sub_tls_no_match,Partial,Yes,No
General,test_target_expander,Partial,Yes,No
General,test_terminal_output_modes,Partial,Yes,No
General,test_tool_bridge,Partial,Yes,No
General,test_tool_bridge_e2e,Partial,Yes,No
General,test_tool_installer,Partial,Yes,No
General,test_tool_installer_coverage,Partial,Yes,No
General,test_tool_installer_extended,Partial,Yes,No
General,test_tool_result_persistence,Partial,Yes,No
General,test_tracing_and_telemetry,Partial,Yes,No
General,test_tracing_coverage,Partial,Yes,No
General,test_trigger_system,Partial,Yes,No
General,test_ui_snapshots,Partial,Yes,No
General,test_utils,Partial,Yes,No
General,test_validation,Partial,Yes,No
General,test_verbosity,Partial,Yes,No
General,test_vps_count_cli,Partial,Yes,No
Web Enumeration,test_webprobe_full_formats,Partial,Yes,No
Web Enumeration,test_web_agent_crawl_inject,Partial,Yes,No
Web Enumeration,test_web_agent_set_auth,Partial,Yes,No
General,test_working_memory,Partial,Yes,No
General,THANKS,Partial,Yes,No
General,thc,Partial,Yes,No
General,theharvester,Partial,Yes,No
General,threat-modeler,Partial,Yes,No
General,threatbook,Partial,Yes,No
General,threatcrowd,Partial,Yes,No
General,threatcrowd_2,Partial,Yes,No
General,threatminer,Partial,Yes,No
General,throttle,Partial,Yes,No
General,TIER2-EXECUTION,Partial,Yes,No
General,TIMELINE,Partial,Yes,No
General,tlsx,Partial,Yes,No
General,tls_cert,Partial,Yes,No
General,tls_cert_1,Partial,Yes,No
General,tls_fingerprint,Partial,Yes,No
General,tmux_manager,Partial,Yes,No
General,tool-checker,Partial,Yes,No
General,tool-responses,Partial,Yes,No
General,tool-runner,Partial,Yes,No
General,tools,Partial,Yes,No
General,tools_commands,Partial,Yes,No
General,tooltipcpython-313,Partial,Yes,No
General,tool_bridge,Partial,Yes,No
General,tool_browser,Partial,Yes,No
AI,tool_chains,Partial,Yes,No
General,tool_error_middleware,Partial,Yes,No
General,tool_error_middleware_test,Partial,Yes,No
General,tool_health,Partial,Yes,No
General,tool_installer,Partial,Yes,No
General,tool_invoke_notify,Partial,Yes,No
General,tool_lessons,Partial,Yes,No
General,tool_registry,Partial,Yes,No
General,tool_result,Partial,Yes,No
General,tool_schemas,Partial,Yes,No
General,tool_versions,Partial,Yes,No
General,totp-validator,Partial,Yes,No
General,tracer,Partial,Yes,No
General,tracing,Partial,Yes,No
General,traffic_commands,Partial,Yes,No
General,traffic_parser,Partial,Yes,No
General,traffic_view,Partial,Yes,No
AI,train-archnet,Partial,Yes,No
AI,train-filternet,Partial,Yes,No
AI,train-simple,Partial,Yes,No
AI,training-data-2025-12-24T03-29-17-267Z,Partial,Yes,No
AI,training-data-2025-12-24T03-31-48-760Z,Partial,Yes,No
AI,training-data-2025-12-24T04-13-25-236Z,Partial,Yes,No
AI,training-data-2025-12-24T04-32-35-147Z,Partial,Yes,No
AI,training-data-2025-12-24T04-43-48-405Z,Partial,Yes,No
General,transform,Partial,Yes,No
General,transform_test,Partial,Yes,No
General,transparentbanner,Partial,Yes,No
General,triage,Partial,Yes,No
General,triage-results,Partial,Yes,No
General,triage-rubric,Partial,Yes,No
General,triage-summary,Partial,Yes,No
General,triage_sample,Partial,Yes,No
General,trigger_system,Partial,Yes,No
General,trivy,Partial,Yes,No
General,TROUBLESHOOTING,Partial,Yes,No
General,truncate,Partial,Yes,No
General,truncate_test,Partial,Yes,No
General,trusted_header_bypass,Partial,Yes,No
General,tsconfig,Partial,Yes,No
General,tsconfigbase,Partial,Yes,No
General,tsconfig_1,Partial,Yes,No
General,tsdownconfig,Partial,Yes,No
General,tshark,Partial,Yes,No
General,tshark_engine,Partial,Yes,No
General,tui,Partial,Yes,No
General,turbo,Partial,Yes,No
General,txt,Partial,Yes,No
General,txt_1,Partial,Yes,No
General,type,Partial,Yes,No
General,types,Partial,Yes,No
General,types_1,Partial,Yes,No
General,types_2,Partial,Yes,No
General,types_6,Partial,Yes,No
General,types_7,Partial,Yes,No
General,types_9,Partial,Yes,No
General,unauthed-decision-log,Partial,Yes,No
General,unauthed-findings,Partial,Yes,No
General,unauthed-findings_1,Partial,Yes,No
General,update,Partial,Yes,No
General,upgrade,Partial,Yes,No
General,url,Partial,Yes,No
Port Scanning,urlscan,Partial,Yes,No
Port Scanning,urlscan_2,Partial,Yes,No
General,utils,Partial,Yes,No
General,utils_2,Partial,Yes,No
General,uv_1,Partial,Yes,No
General,validate,Partial,Yes,No
General,validate-authentication,Partial,Yes,No
General,validate_2,Partial,Yes,No
General,validation-harness,Partial,Yes,No
General,validator,Partial,Yes,No
General,validatorcpython-313,Partial,Yes,No
General,vars,Partial,Yes,No
General,vault,Partial,Yes,No
General,version,Partial,Yes,No
Port Scanning,viewport,Partial,Yes,No
General,virtual-host-enumeration,Partial,Yes,No
General,virustotal,Partial,Yes,No
General,virustotal_1,Partial,Yes,No
General,virustotal_3,Partial,Yes,No
General,viz,Partial,Yes,No
General,volatility3,Partial,Yes,No
General,vuln-hypothesizer,Metadata Only,No,No
Port Scanning,vuln-scanner,Metadata Only,No,No
General,vuln-ssrf,Metadata Only,No,No
General,vuln-ssrf_2,Metadata Only,No,No
General,vulnerability_concepts,Metadata Only,No,No
General,vuln_analysis,Metadata Only,No,No
General,wayback,Partial,Yes,No
General,waybackarchive,Partial,Yes,No
General,waybackurls,Partial,Yes,No
General,waybackurls_2,Partial,Yes,No
General,wayback_1,Partial,Yes,No
General,waymore,Partial,Yes,No
Web Enumeration,web,Partial,Yes,No
Web Enumeration,web-app-quick,Partial,Yes,No
Web Enumeration,web-hunter,Partial,Yes,No
Web Enumeration,web3_probe,Partial,Yes,No
Port Scanning,webhook-reporter,Partial,Yes,No
Web Enumeration,webhooks,Partial,Yes,No
Web Enumeration,webshell,Partial,Yes,No
Web Enumeration,webshell-management,Partial,Yes,No
Web Enumeration,webshell_context,Partial,Yes,No
Web Enumeration,webshell_context_test,Partial,Yes,No
Web Enumeration,webshell_probe,Partial,Yes,No
Web Enumeration,websocket,Partial,Yes,No
Web Enumeration,web_agent,Partial,Yes,No
Web Enumeration,web_assets,Complete,Yes,Yes
Web Enumeration,web_cache_deception,Partial,Yes,No
Web Enumeration,web_enum,Partial,Yes,No
Web Enumeration,web_intelligence_view,Partial,Yes,No
Web Enumeration,web_parser,Partial,Yes,No
Web Enumeration,web_pipeline,Partial,Yes,No
Web Enumeration,web_probes,Partial,Yes,No
Web Enumeration,web_recon,Complete,Yes,Yes
General,wechat,Partial,Yes,No
General,wechat-robot,Partial,Yes,No
General,wechat_robot,Partial,Yes,No
Web Enumeration,whatweb,Partial,Yes,No
Web Enumeration,whatweb_2,Partial,Yes,No
General,whois,Partial,Yes,No
General,whoisxmlapi,Partial,Yes,No
General,whois_lookup,Partial,Yes,No
General,wildcard_detector,Partial,Yes,No
General,windvane,Partial,Yes,No
General,winrm-detection,Partial,Yes,No
General,wireless-pentester,Partial,Yes,No
General,wireless_agent,Partial,Yes,No
General,wordlist,Partial,Yes,No
General,wordlist_test,Partial,Yes,No
General,workflow-errors,Partial,Yes,No
General,workflow-logger,Partial,Yes,No
General,workflow_builder,Partial,Yes,No
General,workflow_definitions,Partial,Yes,No
General,workflow_engine,Partial,Yes,No
General,workflow_engine_1,Partial,Yes,No
General,workflow_planner,Partial,Yes,No
General,workflow_player,Partial,Yes,No
General,workflow_recorder,Partial,Yes,No
General,workflow_templates,Partial,Yes,No
General,workspaces_1,Partial,Yes,No
General,world-model,Partial,Yes,No
General,WorldModel,Partial,Yes,No
General,WorldModeltest,Partial,Yes,No
