Repository,Location,Language,Status,Entry Point,Integration Type,Notes
settings,plugins\recon\settings,Python,Wrapper Only,plugin.py,Plugin,
settings_1,plugins\recon\settings_1,Python,Wrapper Only,plugin.py,Plugin,
settings_3,plugins\recon\settings_3,Python,Wrapper Only,plugin.py,Plugin,
settings_4,plugins\recon\settings_4,Python,Wrapper Only,plugin.py,Plugin,
setup_2,plugins\recon\setup_2,Python,Wrapper Only,plugin.py,Plugin,
severity_engine,plugins\recon\severity_engine,Python,Wrapper Only,plugin.py,Plugin,
shadow-it,plugins\recon\shadow-it,Python,Wrapper Only,plugin.py,Plugin,
shadow-ittest,plugins\recon\shadow-ittest,Python,Wrapper Only,plugin.py,Plugin,
shannon,plugins\recon\shannon,Python,Wrapper Only,plugin.py,Plugin,
shannon-action,plugins\recon\shannon-action,Python,Wrapper Only,plugin.py,Plugin,
SHANNON-PRO,plugins\recon\SHANNON-PRO,Python,Wrapper Only,plugin.py,Plugin,
shannon-report-crapi,plugins\recon\shannon-report-crapi,Python,Wrapper Only,plugin.py,Plugin,
shannon-report-juice-shop,plugins\recon\shannon-report-juice-shop,Python,Wrapper Only,plugin.py,Plugin,
shannon-scan,plugins\recon\shannon-scan,Python,Wrapper Only,plugin.py,Plugin,
shannon-screen_1,plugins\recon\shannon-screen_1,Python,Wrapper Only,plugin.py,Plugin,
shared,plugins\recon\shared,Python,Wrapper Only,plugin.py,Plugin,
sherlock,plugins\recon\sherlock,Python,Wrapper Only,plugin.py,Plugin,
shodan,plugins\recon\shodan,Python,Metadata Only,,Plugin,
shodan_api,plugins\recon\shodan_api,Python,Wrapper Only,plugin.py,Plugin,
shodan_apicpython-313,plugins\recon\shodan_apicpython-313,Python,Wrapper Only,plugin.py,Plugin,
shodan_recon_plugin,plugins\recon\shodan_recon_plugin,Python,Wrapper Only,plugin.py,Plugin,
shodan_search,plugins\recon\shodan_search,Python,Wrapper Only,plugin.py,Plugin,
showmount,plugins\recon\showmount,Python,Wrapper Only,plugin.py,Plugin,
shuffledns,plugins\recon\shuffledns,Python,Wrapper Only,plugin.py,Plugin,
shuffledns_tool,plugins\recon\shuffledns_tool,Python,Wrapper Only,plugin.py,Plugin,
SimpleJson,plugins\recon\SimpleJson,Python,Wrapper Only,plugin.py,Plugin,
sipvicious,plugins\recon\sipvicious,Python,Wrapper Only,plugin.py,Plugin,
sitedossier,plugins\recon\sitedossier,Python,Wrapper Only,plugin.py,Plugin,
sitedossier_2,plugins\recon\sitedossier_2,Python,Wrapper Only,plugin.py,Plugin,
sitemap-agent,plugins\recon\sitemap-agent,Python,Wrapper Only,plugin.py,Plugin,
SKILL,plugins\recon\SKILL,Python,Wrapper Only,plugin.py,Plugin,
skills,plugins\recon\skills,Python,Wrapper Only,plugin.py,Plugin,
SKILL_11,plugins\recon\SKILL_11,Python,Wrapper Only,plugin.py,Plugin,
SKILL_13,plugins\recon\SKILL_13,Python,Wrapper Only,plugin.py,Plugin,
SKILL_19,plugins\recon\SKILL_19,Python,Wrapper Only,plugin.py,Plugin,
SKILL_2,plugins\recon\SKILL_2,Python,Wrapper Only,plugin.py,Plugin,
SKILL_20,plugins\recon\SKILL_20,Python,Wrapper Only,plugin.py,Plugin,
SKILL_22,plugins\recon\SKILL_22,Python,Wrapper Only,plugin.py,Plugin,
SKILL_23,plugins\recon\SKILL_23,Python,Wrapper Only,plugin.py,Plugin,
SKILL_3,plugins\recon\SKILL_3,Python,Wrapper Only,plugin.py,Plugin,
SKILL_5,plugins\recon\SKILL_5,Python,Wrapper Only,plugin.py,Plugin,
SKILL_6,plugins\recon\SKILL_6,Python,Wrapper Only,plugin.py,Plugin,
SKILL_7,plugins\recon\SKILL_7,Python,Wrapper Only,plugin.py,Plugin,
SKILL_8,plugins\recon\SKILL_8,Python,Wrapper Only,plugin.py,Plugin,
SKILL_9,plugins\recon\SKILL_9,Python,Wrapper Only,plugin.py,Plugin,
sleep,plugins\recon\sleep,Python,Wrapper Only,plugin.py,Plugin,
smart-scan,plugins\recon\smart-scan,Python,Wrapper Only,plugin.py,Plugin,
smart-scan-expanded-toolset,plugins\recon\smart-scan-expanded-toolset,Python,Wrapper Only,plugin.py,Plugin,
smart-scan-on-search,plugins\recon\smart-scan-on-search,Python,Wrapper Only,plugin.py,Plugin,
smbclient,plugins\recon\smbclient,Python,Wrapper Only,plugin.py,Plugin,
smbmap,plugins\recon\smbmap,Python,Wrapper Only,plugin.py,Plugin,
snmpwalk,plugins\recon\snmpwalk,Python,Wrapper Only,plugin.py,Plugin,
solution,plugins\recon\solution,Python,Wrapper Only,plugin.py,Plugin,
solved-challenges,plugins\recon\solved-challenges,Python,Wrapper Only,plugin.py,Plugin,
source-gen-agent,plugins\recon\source-gen-agent,Python,Wrapper Only,plugin.py,Plugin,
sources,plugins\recon\sources,Python,Wrapper Only,plugin.py,Plugin,
sources_test,plugins\recon\sources_test,Python,Wrapper Only,plugin.py,Plugin,
sources_wo_auth_test,plugins\recon\sources_wo_auth_test,Python,Wrapper Only,plugin.py,Plugin,
sources_w_auth_test,plugins\recon\sources_w_auth_test,Python,Wrapper Only,plugin.py,Plugin,
spa_probes,plugins\recon\spa_probes,Python,Wrapper Only,plugin.py,Plugin,
SPEC,plugins\recon\SPEC,Python,Wrapper Only,plugin.py,Plugin,
spiderfoot,plugins\recon\spiderfoot,Python,Wrapper Only,plugin.py,Plugin,
splash,plugins\recon\splash,Python,Wrapper Only,plugin.py,Plugin,
spotter,plugins\recon\spotter,Python,Wrapper Only,plugin.py,Plugin,
sqli_fuzz,plugins\recon\sqli_fuzz,Python,Wrapper Only,plugin.py,Plugin,
sqli_login_bypass,plugins\recon\sqli_login_bypass,Python,Wrapper Only,plugin.py,Plugin,
SQLmap,plugins\recon\SQLmap,Python,Wrapper Only,plugin.py,Plugin,
sqlmap-agent,plugins\recon\sqlmap-agent,Python,Wrapper Only,plugin.py,Plugin,
srv,plugins\recon\srv,Python,Wrapper Only,plugin.py,Plugin,
sse_keepalive,plugins\recon\sse_keepalive,Python,Wrapper Only,plugin.py,Plugin,
sse_stream,plugins\recon\sse_stream,Python,Wrapper Only,plugin.py,Plugin,
ssh_manager,plugins\recon\ssh_manager,Python,Wrapper Only,plugin.py,Plugin,
ssl,plugins\recon\ssl,Python,Wrapper Only,plugin.py,Plugin,
sslscan,plugins\recon\sslscan,Python,Wrapper Only,plugin.py,Plugin,
SslTrustAll,plugins\recon\SslTrustAll,Python,Wrapper Only,plugin.py,Plugin,
SslTrustAll1,plugins\recon\SslTrustAll1,Python,Wrapper Only,plugin.py,Plugin,
SslTrustAllTimeoutSslSocketFactory,plugins\recon\SslTrustAllTimeoutSslSocketFactory,Python,Wrapper Only,plugin.py,Plugin,
ssl_checker,plugins\recon\ssl_checker,Python,Wrapper Only,plugin.py,Plugin,
ssrf_cloud_metadata,plugins\recon\ssrf_cloud_metadata,Python,Metadata Only,,Plugin,
ssti_fuzz,plugins\recon\ssti_fuzz,Python,Wrapper Only,plugin.py,Plugin,
ssti_polyglot,plugins\recon\ssti_polyglot,Python,Wrapper Only,plugin.py,Plugin,
ssti_stored,plugins\recon\ssti_stored,Python,Wrapper Only,plugin.py,Plugin,
stage121_catalog,plugins\recon\stage121_catalog,Python,Wrapper Only,plugin.py,Plugin,
stage121_web,plugins\recon\stage121_web,Python,Wrapper Only,plugin.py,Plugin,
stage122_catalog,plugins\recon\stage122_catalog,Python,Wrapper Only,plugin.py,Plugin,
stage123_catalog,plugins\recon\stage123_catalog,Python,Wrapper Only,plugin.py,Plugin,
STAGE2,plugins\recon\STAGE2,Python,Wrapper Only,plugin.py,Plugin,
start,plugins\recon\start,Python,Wrapper Only,plugin.py,Plugin,
stats,plugins\recon\stats,Python,Wrapper Only,plugin.py,Plugin,
status,plugins\recon\status,Python,Wrapper Only,plugin.py,Plugin,
stderr,plugins\recon\stderr,Python,Wrapper Only,plugin.py,Plugin,
stderr_1,plugins\recon\stderr_1,Python,Wrapper Only,plugin.py,Plugin,
stdout,plugins\recon\stdout,Python,Wrapper Only,plugin.py,Plugin,
stdout_1,plugins\recon\stdout_1,Python,Wrapper Only,plugin.py,Plugin,
stealth_crawler,plugins\recon\stealth_crawler,Python,Wrapper Only,plugin.py,Plugin,
steghide,plugins\recon\steghide,Python,Wrapper Only,plugin.py,Plugin,
stig-analyst,plugins\recon\stig-analyst,Python,Wrapper Only,plugin.py,Plugin,
stored_xss,plugins\recon\stored_xss,Python,Wrapper Only,plugin.py,Plugin,
style,plugins\recon\style,Python,Wrapper Only,plugin.py,Plugin,
styles,plugins\recon\styles,Python,Wrapper Only,plugin.py,Plugin,
subdomain,plugins\recon\subdomain,Python,Wrapper Only,plugin.py,Plugin,
subdomain-enumeration,plugins\recon\subdomain-enumeration,Python,Wrapper Only,plugin.py,Plugin,
subdomain-hunter-agent,plugins\recon\subdomain-hunter-agent,Python,Wrapper Only,plugin.py,Plugin,
subdomains,plugins\recon\subdomains,Python,Wrapper Only,plugin.py,Plugin,
subdomainstxt,plugins\recon\subdomainstxt,Python,Wrapper Only,plugin.py,Plugin,
subdomains_1,plugins\recon\subdomains_1,Python,Wrapper Only,plugin.py,Plugin,
subdomains_2,plugins\recon\subdomains_2,Python,Wrapper Only,plugin.py,Plugin,
subdomains_v0,plugins\recon\subdomains_v0,Python,Wrapper Only,plugin.py,Plugin,
subdomains_v1,plugins\recon\subdomains_v1,Python,Wrapper Only,plugin.py,Plugin,
subdomains_v2,plugins\recon\subdomains_v2,Python,Wrapper Only,plugin.py,Plugin,
subfinder,plugins\recon\subfinder,Python,Wrapper Only,plugin.py,Plugin,
subfinder-logo,plugins\recon\subfinder-logo,Python,Wrapper Only,plugin.py,Plugin,
subfinder-run,plugins\recon\subfinder-run,Python,Wrapper Only,plugin.py,Plugin,
subfinder_2,plugins\recon\subfinder_2,Python,Wrapper Only,plugin.py,Plugin,
sublist3r_tool,plugins\recon\sublist3r_tool,Python,Wrapper Only,plugin.py,Plugin,
submd,plugins\recon\submd,Python,Wrapper Only,plugin.py,Plugin,
SUBPROCESSORS,plugins\recon\SUBPROCESSORS,Python,Wrapper Only,plugin.py,Plugin,
subprocess_mixin,plugins\recon\subprocess_mixin,Python,Wrapper Only,plugin.py,Plugin,
subprocess_runner,plugins\recon\subprocess_runner,Python,Wrapper Only,plugin.py,Plugin,
subs,plugins\recon\subs,Python,Wrapper Only,plugin.py,Plugin,
sub_agent_context,plugins\recon\sub_agent_context,Python,Wrapper Only,plugin.py,Plugin,
sub_agent_context_test,plugins\recon\sub_agent_context_test,Python,Wrapper Only,plugin.py,Plugin,
suggestion_engine,plugins\recon\suggestion_engine,Python,Wrapper Only,plugin.py,Plugin,
SUMMARY,plugins\recon\SUMMARY,Python,Wrapper Only,plugin.py,Plugin,
summary-mapper,plugins\recon\summary-mapper,Python,Wrapper Only,plugin.py,Plugin,
support,plugins\recon\support,Python,Wrapper Only,plugin.py,Plugin,
support_test,plugins\recon\support_test,Python,Wrapper Only,plugin.py,Plugin,
surface_mapping,plugins\recon\surface_mapping,Python,Wrapper Only,plugin.py,Plugin,
swagger,plugins\recon\swagger,Python,Wrapper Only,plugin.py,Plugin,
swagger_2,plugins\recon\swagger_2,Python,Wrapper Only,plugin.py,Plugin,
swagger_parser,plugins\recon\swagger_parser,Python,Wrapper Only,plugin.py,Plugin,
swarm-orchestrator,plugins\recon\swarm-orchestrator,Python,Wrapper Only,plugin.py,Plugin,
tag_engine,plugins\recon\tag_engine,Python,Wrapper Only,plugin.py,Plugin,
takeover_detector,plugins\recon\takeover_detector,Python,Wrapper Only,plugin.py,Plugin,
target-model,plugins\recon\target-model,Python,Wrapper Only,plugin.py,Plugin,
targets,plugins\recon\targets,Python,Wrapper Only,plugin.py,Plugin,
target_classifier,plugins\recon\target_classifier,Python,Wrapper Only,plugin.py,Plugin,
task-management,plugins\recon\task-management,Python,Wrapper Only,plugin.py,Plugin,
tasks,plugins\recon\tasks,Python,Wrapper Only,plugin.py,Plugin,
task_handler,plugins\recon\task_handler,Python,Wrapper Only,plugin.py,Plugin,
task_manager,plugins\recon\task_manager,Python,Wrapper Only,plugin.py,Plugin,
task_processor,plugins\recon\task_processor,Python,Wrapper Only,plugin.py,Plugin,
task_tree_manager,plugins\recon\task_tree_manager,Python,Wrapper Only,plugin.py,Plugin,
tech-fingerprinter-agent,plugins\recon\tech-fingerprinter-agent,Python,Wrapper Only,plugin.py,Plugin,
tech_detection,plugins\recon\tech_detection,Python,Wrapper Only,plugin.py,Plugin,
telemetry,plugins\recon\telemetry,Python,Wrapper Only,plugin.py,Plugin,
templates,plugins\recon\templates,Python,Wrapper Only,plugin.py,Plugin,
template_manager,plugins\recon\template_manager,Python,Wrapper Only,plugin.py,Plugin,
terminal,plugins\recon\terminal,Python,Wrapper Only,plugin.py,Plugin,
terminal_ws_unix,plugins\recon\terminal_ws_unix,Python,Wrapper Only,plugin.py,Plugin,
TERMS,plugins\recon\TERMS,Python,Wrapper Only,plugin.py,Plugin,
terrascan,plugins\recon\terrascan,Python,Wrapper Only,plugin.py,Plugin,
test-cortex-integration,plugins\recon\test-cortex-integration,Python,Wrapper Only,plugin.py,Plugin,
test-gen-agent,plugins\recon\test-gen-agent,Python,Wrapper Only,plugin.py,Plugin,
test-lsg-v2,plugins\recon\test-lsg-v2,Python,Wrapper Only,plugin.py,Plugin,
test-multibar,plugins\recon\test-multibar,Python,Wrapper Only,plugin.py,Plugin,
test-suite,plugins\recon\test-suite,Python,Wrapper Only,plugin.py,Plugin,
test1,plugins\recon\test1,Python,Wrapper Only,plugin.py,Plugin,
test2,plugins\recon\test2,Python,Wrapper Only,plugin.py,Plugin,
testLogin,plugins\recon\testLogin,Python,Wrapper Only,plugin.py,Plugin,
tests,plugins\recon\tests,Python,Wrapper Only,plugin.py,Plugin,
testssl,plugins\recon\testssl,Python,Wrapper Only,plugin.py,Plugin,
test_agents_parallel,plugins\recon\test_agents_parallel,Python,Wrapper Only,plugin.py,Plugin,
test_agent_loop,plugins\recon\test_agent_loop,Python,Wrapper Only,plugin.py,Plugin,
test_agent_mode_cli,plugins\recon\test_agent_mode_cli,Python,Wrapper Only,plugin.py,Plugin,
test_anthropic_agent,plugins\recon\test_anthropic_agent,Python,Wrapper Only,plugin.py,Plugin,
test_api_security_e2e_smoke,plugins\recon\test_api_security_e2e_smoke,Python,Wrapper Only,plugin.py,Plugin,
test_api_server,plugins\recon\test_api_server,Python,Wrapper Only,plugin.py,Plugin,
test_arjun_integration,plugins\recon\test_arjun_integration,Python,Wrapper Only,plugin.py,Plugin,
test_async_prompt,plugins\recon\test_async_prompt,Python,Wrapper Only,plugin.py,Plugin,
test_authenticated_scan_coverage,plugins\recon\test_authenticated_scan_coverage,Python,Wrapper Only,plugin.py,Plugin,
test_auth_profiles,plugins\recon\test_auth_profiles,Python,Wrapper Only,plugin.py,Plugin,
test_auth_profiles_smoke,plugins\recon\test_auth_profiles_smoke,Python,Wrapper Only,plugin.py,Plugin,
test_auth_profile_cli,plugins\recon\test_auth_profile_cli,Python,Wrapper Only,plugin.py,Plugin,
test_auth_runner,plugins\recon\test_auth_runner,Python,Wrapper Only,plugin.py,Plugin,
test_auth_scan_e2e_smoke,plugins\recon\test_auth_scan_e2e_smoke,Python,Wrapper Only,plugin.py,Plugin,
test_auth_session,plugins\recon\test_auth_session,Python,Wrapper Only,plugin.py,Plugin,
test_auth_session_bearer_flow,plugins\recon\test_auth_session_bearer_flow,Python,Wrapper Only,plugin.py,Plugin,
test_backend_interface,plugins\recon\test_backend_interface,Python,Wrapper Only,plugin.py,Plugin,
test_base_agent_coverage,plugins\recon\test_base_agent_coverage,Python,Wrapper Only,plugin.py,Plugin,
test_benchmarks_scoring_common,plugins\recon\test_benchmarks_scoring_common,Python,Wrapper Only,plugin.py,Plugin,
test_browser_agent,plugins\recon\test_browser_agent,Python,Wrapper Only,plugin.py,Plugin,
test_browser_agent_e2e_smoke,plugins\recon\test_browser_agent_e2e_smoke,Python,Wrapper Only,plugin.py,Plugin,
test_browser_crawler,plugins\recon\test_browser_crawler,Python,Wrapper Only,plugin.py,Plugin,
test_cache,plugins\recon\test_cache,Python,Wrapper Only,plugin.py,Plugin,
test_chain,plugins\recon\test_chain,Python,Wrapper Only,plugin.py,Plugin,
test_chain_quality,plugins\recon\test_chain_quality,Python,Wrapper Only,plugin.py,Plugin,
test_checkpoint,plugins\recon\test_checkpoint,Python,Wrapper Only,plugin.py,Plugin,
test_ci_mode,plugins\recon\test_ci_mode,Python,Wrapper Only,plugin.py,Plugin,
test_cli,plugins\recon\test_cli,Python,Wrapper Only,plugin.py,Plugin,
test_cli_auth_coverage,plugins\recon\test_cli_auth_coverage,Python,Wrapper Only,plugin.py,Plugin,
test_cli_vps_count,plugins\recon\test_cli_vps_count,Python,Wrapper Only,plugin.py,Plugin,
test_common,plugins\recon\test_common,Python,Wrapper Only,plugin.py,Plugin,
test_config,plugins\recon\test_config,Python,Wrapper Only,plugin.py,Plugin,
test_connection,plugins\recon\test_connection,Python,Wrapper Only,plugin.py,Plugin,
test_controller,plugins\recon\test_controller,Python,Wrapper Only,plugin.py,Plugin,
test_core,plugins\recon\test_core,Python,Wrapper Only,plugin.py,Plugin,
test_cost_tracker,plugins\recon\test_cost_tracker,Python,Wrapper Only,plugin.py,Plugin,
test_csrf_auth_e2e_smoke,plugins\recon\test_csrf_auth_e2e_smoke,Python,Wrapper Only,plugin.py,Plugin,
test_dashboard,plugins\recon\test_dashboard,Python,Wrapper Only,plugin.py,Plugin,
test_dedup,plugins\recon\test_dedup,Python,Wrapper Only,plugin.py,Plugin,
test_dns_resolver_auto,plugins\recon\test_dns_resolver_auto,Python,Wrapper Only,plugin.py,Plugin,
test_e2e_probes,plugins\recon\test_e2e_probes,Python,Wrapper Only,plugin.py,Plugin,
test_engagement_lifecycle_e2e,plugins\recon\test_engagement_lifecycle_e2e,Python,Wrapper Only,plugin.py,Plugin,
test_ensure_webs_all,plugins\recon\test_ensure_webs_all,Python,Wrapper Only,plugin.py,Plugin,
test_events,plugins\recon\test_events,Python,Wrapper Only,plugin.py,Plugin,
test_evidence,plugins\recon\test_evidence,Python,Wrapper Only,plugin.py,Plugin,
test_evidence_contract,plugins\recon\test_evidence_contract,Python,Wrapper Only,plugin.py,Plugin,
test_exec_context,plugins\recon\test_exec_context,Python,Wrapper Only,plugin.py,Plugin,
test_exports,plugins\recon\test_exports,Python,Wrapper Only,plugin.py,Plugin,
test_export_cli,plugins\recon\test_export_cli,Python,Wrapper Only,plugin.py,Plugin,
test_file_transfer,plugins\recon\test_file_transfer,Python,Wrapper Only,plugin.py,Plugin,
test_full_flow,plugins\recon\test_full_flow,Python,Wrapper Only,plugin.py,Plugin,
test_full_workflow,plugins\recon\test_full_workflow,Python,Wrapper Only,plugin.py,Plugin,
test_handlers_misc,plugins\recon\test_handlers_misc,Python,Wrapper Only,plugin.py,Plugin,
test_handler_meta,plugins\recon\test_handler_meta,Python,Wrapper Only,plugin.py,Plugin,
test_handler_web_probes,plugins\recon\test_handler_web_probes,Python,Wrapper Only,plugin.py,Plugin,
test_hitl_coverage,plugins\recon\test_hitl_coverage,Python,Wrapper Only,plugin.py,Plugin,
test_injection,plugins\recon\test_injection,Python,Wrapper Only,plugin.py,Plugin,
test_install_planner,plugins\recon\test_install_planner,Python,Wrapper Only,plugin.py,Plugin,
test_install_preferences,plugins\recon\test_install_preferences,Python,Wrapper Only,plugin.py,Plugin,
test_integration,plugins\recon\test_integration,Python,Wrapper Only,plugin.py,Plugin,
test_integration_dvwa,plugins\recon\test_integration_dvwa,Python,Wrapper Only,plugin.py,Plugin,
test_juiceshop_e2e_smoke,plugins\recon\test_juiceshop_e2e_smoke,Python,Wrapper Only,plugin.py,Plugin,
test_langfuse,plugins\recon\test_langfuse,Python,Wrapper Only,plugin.py,Plugin,
test_langfuse_1,plugins\recon\test_langfuse_1,Python,Wrapper Only,plugin.py,Plugin,
test_legacy_probe_migration,plugins\recon\test_legacy_probe_migration,Python,Wrapper Only,plugin.py,Plugin,
test_list_targets,plugins\recon\test_list_targets,Python,Wrapper Only,plugin.py,Plugin,
test_llm,plugins\recon\test_llm,Python,Wrapper Only,plugin.py,Plugin,
test_llm_e2e_smoke,plugins\recon\test_llm_e2e_smoke,Python,Wrapper Only,plugin.py,Plugin,
test_llm_redteam,plugins\recon\test_llm_redteam,Python,Wrapper Only,plugin.py,Plugin,
test_mcp_action_surface,plugins\recon\test_mcp_action_surface,Python,Wrapper Only,plugin.py,Plugin,
test_mcp_auth_profile,plugins\recon\test_mcp_auth_profile,Python,Wrapper Only,plugin.py,Plugin,
test_mcp_auth_session_reuse,plugins\recon\test_mcp_auth_session_reuse,Python,Wrapper Only,plugin.py,Plugin,
test_mcp_client_and_hitl,plugins\recon\test_mcp_client_and_hitl,Python,Wrapper Only,plugin.py,Plugin,
test_mcp_honeypot_e2e,plugins\recon\test_mcp_honeypot_e2e,Python,Wrapper Only,plugin.py,Plugin,
test_mcp_security_tools,plugins\recon\test_mcp_security_tools,Python,Wrapper Only,plugin.py,Plugin,
test_mcp_server,plugins\recon\test_mcp_server,Python,Wrapper Only,plugin.py,Plugin,
test_mcp_server_coverage,plugins\recon\test_mcp_server_coverage,Python,Wrapper Only,plugin.py,Plugin,
test_mcp_setup,plugins\recon\test_mcp_setup,Python,Wrapper Only,plugin.py,Plugin,
test_misc_coverage,plugins\recon\test_misc_coverage,Python,Wrapper Only,plugin.py,Plugin,
test_mobile_agent_e2e_smoke,plugins\recon\test_mobile_agent_e2e_smoke,Python,Wrapper Only,plugin.py,Plugin,
test_monitor,plugins\recon\test_monitor,Python,Wrapper Only,plugin.py,Plugin,
test_monitor_mode,plugins\recon\test_monitor_mode,Python,Wrapper Only,plugin.py,Plugin,
test_new_high_roi_probes,plugins\recon\test_new_high_roi_probes,Python,Wrapper Only,plugin.py,Plugin,
test_new_tool_integrations,plugins\recon\test_new_tool_integrations,Python,Wrapper Only,plugin.py,Plugin,
test_observation_normalization,plugins\recon\test_observation_normalization,Python,Wrapper Only,plugin.py,Plugin,
test_os_execution,plugins\recon\test_os_execution,Python,Wrapper Only,plugin.py,Plugin,
test_output_parser,plugins\recon\test_output_parser,Python,Wrapper Only,plugin.py,Plugin,
test_parallel,plugins\recon\test_parallel,Python,Wrapper Only,plugin.py,Plugin,
test_payload_library,plugins\recon\test_payload_library,Python,Wrapper Only,plugin.py,Plugin,
test_perf_profile,plugins\recon\test_perf_profile,Python,Wrapper Only,plugin.py,Plugin,
test_permutation_wordlist_select,plugins\recon\test_permutation_wordlist_select,Python,Wrapper Only,plugin.py,Plugin,
test_phase6,plugins\recon\test_phase6,Python,Wrapper Only,plugin.py,Plugin,
test_playbook,plugins\recon\test_playbook,Python,Wrapper Only,plugin.py,Plugin,
test_plugin_loader,plugins\recon\test_plugin_loader,Python,Wrapper Only,plugin.py,Plugin,
test_primitives_evidence_capture,plugins\recon\test_primitives_evidence_capture,Python,Wrapper Only,plugin.py,Plugin,
test_probe_asset_secrets,plugins\recon\test_probe_asset_secrets,Python,Wrapper Only,plugin.py,Plugin,
test_probe_business_logic_fuzz,plugins\recon\test_probe_business_logic_fuzz,Python,Wrapper Only,plugin.py,Plugin,
test_probe_captcha_replay,plugins\recon\test_probe_captcha_replay,Python,Wrapper Only,plugin.py,Plugin,
test_probe_cors_reflection,plugins\recon\test_probe_cors_reflection,Python,Wrapper Only,plugin.py,Plugin,
test_probe_coupon_forging,plugins\recon\test_probe_coupon_forging,Python,Wrapper Only,plugin.py,Plugin,
test_probe_crawler,plugins\recon\test_probe_crawler,Python,Wrapper Only,plugin.py,Plugin,
test_probe_cve_poc,plugins\recon\test_probe_cve_poc,Python,Wrapper Only,plugin.py,Plugin,
test_probe_deserialization,plugins\recon\test_probe_deserialization,Python,Wrapper Only,plugin.py,Plugin,
test_probe_dom_xss,plugins\recon\test_probe_dom_xss,Python,Wrapper Only,plugin.py,Plugin,
test_probe_exif_metadata,plugins\recon\test_probe_exif_metadata,Python,Wrapper Only,plugin.py,Plugin,
test_probe_file_upload_validation,plugins\recon\test_probe_file_upload_validation,Python,Wrapper Only,plugin.py,Plugin,
test_probe_forced_error,plugins\recon\test_probe_forced_error,Python,Wrapper Only,plugin.py,Plugin,
test_probe_graphql_introspection,plugins\recon\test_probe_graphql_introspection,Python,Wrapper Only,plugin.py,Plugin,
test_probe_hidden_discovery,plugins\recon\test_probe_hidden_discovery,Python,Wrapper Only,plugin.py,Plugin,
test_probe_host_header_reset_poisoning,plugins\recon\test_probe_host_header_reset_poisoning,Python,Wrapper Only,plugin.py,Plugin,
test_probe_idor_authenticated,plugins\recon\test_probe_idor_authenticated,Python,Wrapper Only,plugin.py,Plugin,
test_probe_idor_authz_differential,plugins\recon\test_probe_idor_authz_differential,Python,Wrapper Only,plugin.py,Plugin,
test_probe_idor_sequential,plugins\recon\test_probe_idor_sequential,Python,Wrapper Only,plugin.py,Plugin,
test_probe_ldap_injection,plugins\recon\test_probe_ldap_injection,Python,Wrapper Only,plugin.py,Plugin,
test_probe_leaked_credentials,plugins\recon\test_probe_leaked_credentials,Python,Wrapper Only,plugin.py,Plugin,
test_probe_mass_assignment,plugins\recon\test_probe_mass_assignment,Python,Wrapper Only,plugin.py,Plugin,
test_probe_nosql_fuzz,plugins\recon\test_probe_nosql_fuzz,Python,Wrapper Only,plugin.py,Plugin,
test_probe_oauth_pkce_downgrade,plugins\recon\test_probe_oauth_pkce_downgrade,Python,Wrapper Only,plugin.py,Plugin,
test_probe_path_traversal,plugins\recon\test_probe_path_traversal,Python,Wrapper Only,plugin.py,Plugin,
test_probe_primitives,plugins\recon\test_probe_primitives,Python,Wrapper Only,plugin.py,Plugin,
test_probe_prototype_pollution,plugins\recon\test_probe_prototype_pollution,Python,Wrapper Only,plugin.py,Plugin,
test_probe_race_condition,plugins\recon\test_probe_race_condition,Python,Wrapper Only,plugin.py,Plugin,
test_probe_reflected_xss,plugins\recon\test_probe_reflected_xss,Python,Wrapper Only,plugin.py,Plugin,
test_probe_registry,plugins\recon\test_probe_registry,Python,Wrapper Only,plugin.py,Plugin,
test_probe_response_headers,plugins\recon\test_probe_response_headers,Python,Wrapper Only,plugin.py,Plugin,
test_probe_sqli_fuzz,plugins\recon\test_probe_sqli_fuzz,Python,Wrapper Only,plugin.py,Plugin,
test_probe_ssrf_cloud_metadata,plugins\recon\test_probe_ssrf_cloud_metadata,Python,Metadata Only,,Plugin,
test_probe_ssti_fuzz,plugins\recon\test_probe_ssti_fuzz,Python,Wrapper Only,plugin.py,Plugin,
test_probe_ssti_polyglot,plugins\recon\test_probe_ssti_polyglot,Python,Wrapper Only,plugin.py,Plugin,
test_probe_ssti_stored,plugins\recon\test_probe_ssti_stored,Python,Wrapper Only,plugin.py,Plugin,
test_probe_stored_xss,plugins\recon\test_probe_stored_xss,Python,Wrapper Only,plugin.py,Plugin,
test_probe_web3,plugins\recon\test_probe_web3,Python,Wrapper Only,plugin.py,Plugin,
test_probe_web_cache_deception,plugins\recon\test_probe_web_cache_deception,Python,Wrapper Only,plugin.py,Plugin,
test_probe_xss_fuzz,plugins\recon\test_probe_xss_fuzz,Python,Wrapper Only,plugin.py,Plugin,
test_probe_xxe_upload,plugins\recon\test_probe_xxe_upload,Python,Wrapper Only,plugin.py,Plugin,
test_process_registry,plugins\recon\test_process_registry,Python,Wrapper Only,plugin.py,Plugin,
test_profile_migration,plugins\recon\test_profile_migration,Python,Wrapper Only,plugin.py,Plugin,
test_providers,plugins\recon\test_providers,Python,Wrapper Only,plugin.py,Plugin,
test_registry_bridge,plugins\recon\test_registry_bridge,Python,Wrapper Only,plugin.py,Plugin,
