Repository,Documentation Type,File,Status
finalizers,Usage/Info,plugins\exploitation\finalizers\README.md,Recovered
findings,Usage/Info,plugins\exploitation\findings\README.md,Recovered
FINDINGS-DB,Usage/Info,plugins\exploitation\FINDINGS-DB\README.md,Recovered
findings-provider,Usage/Info,plugins\exploitation\findings-provider\README.md,Recovered
findings-renderer,Usage/Info,plugins\exploitation\findings-renderer\README.md,Recovered
generators,Usage/Info,plugins\exploitation\generators\README.md,Recovered
gowitness,Usage/Info,plugins\exploitation\gowitness\README.md,Recovered
Hackable2_3,Usage/Info,plugins\exploitation\Hackable2_3\README.md,Recovered
handoff,Usage/Info,plugins\exploitation\handoff\README.md,Recovered
index_3,Usage/Info,plugins\exploitation\index_3\README.md,Recovered
index_pipeline,Usage/Info,plugins\exploitation\index_pipeline\README.md,Recovered
Kioptrix_level_1,Usage/Info,plugins\exploitation\Kioptrix_level_1\README.md,Recovered
listener_http_test,Usage/Info,plugins\exploitation\listener_http_test\README.md,Recovered
manager,Usage/Info,plugins\exploitation\manager\README.md,Recovered
manager_start_test,Usage/Info,plugins\exploitation\manager_start_test\README.md,Recovered
menu_system,Usage/Info,plugins\exploitation\menu_system\README.md,Recovered
metasploit,Usage/Info,plugins\exploitation\metasploit\README.md,Recovered
metasploit_aux,Usage/Info,plugins\exploitation\metasploit_aux\README.md,Recovered
metatron,Usage/Info,plugins\exploitation\metatron\README.md,Recovered
metrics-tracker,Usage/Info,plugins\exploitation\metrics-tracker\README.md,Recovered
migrate,Usage/Info,plugins\exploitation\migrate\README.md,Recovered
net-recon-agent,Usage/Info,plugins\exploitation\net-recon-agent\README.md,Recovered
nikto,Usage/Info,plugins\exploitation\nikto\README.md,Recovered
nmap-distccd,Usage/Info,plugins\exploitation\nmap-distccd\README.md,Recovered
nmap_2,Usage/Info,plugins\exploitation\nmap_2\README.md,Recovered
notification,Usage/Info,plugins\exploitation\notification\README.md,Recovered
output-formatter,Usage/Info,plugins\exploitation\output-formatter\README.md,Recovered
output-formatters,Usage/Info,plugins\exploitation\output-formatters\README.md,Recovered
payloads,Usage/Info,plugins\exploitation\payloads\README.md,Recovered
pentestTarget,Usage/Info,plugins\exploitation\pentestTarget\README.md,Recovered
pipeline,Usage/Info,plugins\exploitation\pipeline\README.md,Recovered
primitives,Usage/Info,plugins\exploitation\primitives\README.md,Recovered
prompt_class,Usage/Info,plugins\exploitation\prompt_class\README.md,Recovered
pwntools,Usage/Info,plugins\exploitation\pwntools\README.md,Recovered
query-execution-result,Usage/Info,plugins\exploitation\query-execution-result\README.md,Recovered
queue-schemas,Usage/Info,plugins\exploitation\queue-schemas\README.md,Recovered
queue-validation,Usage/Info,plugins\exploitation\queue-validation\README.md,Recovered
report-executive,Usage/Info,plugins\exploitation\report-executive\README.md,Recovered
report-executive_3,Usage/Info,plugins\exploitation\report-executive_3\README.md,Recovered
report-generator,Usage/Info,plugins\exploitation\report-generator\README.md,Recovered
reporting,Usage/Info,plugins\exploitation\reporting\README.md,Recovered
requester,Usage/Info,plugins\exploitation\requester\README.md,Recovered
requestercpython-313,Usage/Info,plugins\exploitation\requestercpython-313\README.md,Recovered
retriever,Usage/Info,plugins\exploitation\retriever\README.md,Recovered
schema,Usage/Info,plugins\exploitation\schema\README.md,Recovered
schema_migrate,Usage/Info,plugins\exploitation\schema_migrate\README.md,Recovered
session-manager,Usage/Info,plugins\exploitation\session-manager\README.md,Recovered
settings-writer,Usage/Info,plugins\exploitation\settings-writer\README.md,Recovered
SKILL_10,Usage/Info,plugins\exploitation\SKILL_10\README.md,Recovered
SKILL_15,Usage/Info,plugins\exploitation\SKILL_15\README.md,Recovered
SKILL_21,Usage/Info,plugins\exploitation\SKILL_21\README.md,Recovered
target,Usage/Info,plugins\exploitation\target\README.md,Recovered
task,Usage/Info,plugins\exploitation\task\README.md,Recovered
test_aup_consent,Usage/Info,plugins\exploitation\test_aup_consent\README.md,Recovered
test_benchmark_registry,Usage/Info,plugins\exploitation\test_benchmark_registry\README.md,Recovered
test_chain_dedup,Usage/Info,plugins\exploitation\test_chain_dedup\README.md,Recovered
test_chain_validation,Usage/Info,plugins\exploitation\test_chain_validation\README.md,Recovered
test_cve_db,Usage/Info,plugins\exploitation\test_cve_db\README.md,Recovered
test_cvss,Usage/Info,plugins\exploitation\test_cvss\README.md,Recovered
test_diff,Usage/Info,plugins\exploitation\test_diff\README.md,Recovered
test_findings,Usage/Info,plugins\exploitation\test_findings\README.md,Recovered
test_findings_db_reaper,Usage/Info,plugins\exploitation\test_findings_db_reaper\README.md,Recovered
test_findings_db_reconciler,Usage/Info,plugins\exploitation\test_findings_db_reconciler\README.md,Recovered
test_handler_finalizers,Usage/Info,plugins\exploitation\test_handler_finalizers\README.md,Recovered
test_intensity_safe,Usage/Info,plugins\exploitation\test_intensity_safe\README.md,Recovered
test_orchestrator,Usage/Info,plugins\exploitation\test_orchestrator\README.md,Recovered
test_probe_cookie_prefix_bypass,Usage/Info,plugins\exploitation\test_probe_cookie_prefix_bypass\README.md,Recovered
test_probe_jwt_jku_x5u_ssrf,Usage/Info,plugins\exploitation\test_probe_jwt_jku_x5u_ssrf\README.md,Recovered
test_probe_nextjs_rsc_rce,Usage/Info,plugins\exploitation\test_probe_nextjs_rsc_rce\README.md,Recovered
test_probe_saml_xsw,Usage/Info,plugins\exploitation\test_probe_saml_xsw\README.md,Recovered
test_probe_sqli_login_bypass,Usage/Info,plugins\exploitation\test_probe_sqli_login_bypass\README.md,Recovered
test_sarif,Usage/Info,plugins\exploitation\test_sarif\README.md,Recovered
test_webhooks,Usage/Info,plugins\exploitation\test_webhooks\README.md,Recovered
tls-analyzer,Usage/Info,plugins\exploitation\tls-analyzer\README.md,Recovered
TOKEN-OPTIMIZATION,Usage/Info,plugins\exploitation\TOKEN-OPTIMIZATION\README.md,Recovered
tool,Usage/Info,plugins\exploitation\tool\README.md,Recovered
types_5,Usage/Info,plugins\exploitation\types_5\README.md,Recovered
vuln-authz_3,Usage/Info,plugins\exploitation\vuln-authz_3\README.md,Recovered
vuln-injection_3,Usage/Info,plugins\exploitation\vuln-injection_3\README.md,Recovered
vuln-mapper,Usage/Info,plugins\exploitation\vuln-mapper\README.md,Recovered
vuln-mappertest,Usage/Info,plugins\exploitation\vuln-mappertest\README.md,Recovered
vuln-ssrf_1,Usage/Info,plugins\exploitation\vuln-ssrf_1\README.md,Recovered
vuln-xss_1,Usage/Info,plugins\exploitation\vuln-xss_1\README.md,Recovered
vuln-xss_3,Usage/Info,plugins\exploitation\vuln-xss_3\README.md,Recovered
worker,Usage/Info,plugins\exploitation\worker\README.md,Recovered
working_memory,Usage/Info,plugins\exploitation\working_memory\README.md,Recovered
xsser,Usage/Info,plugins\exploitation\xsser\README.md,Recovered
_exploit-scope,Usage/Info,plugins\exploitation\_exploit-scope\README.md,Recovered
_exploit-scope_1,Usage/Info,plugins\exploitation\_exploit-scope_1\README.md,Recovered
_vuln-scope,Usage/Info,plugins\exploitation\_vuln-scope\README.md,Recovered
_vuln-scope_1,Usage/Info,plugins\exploitation\_vuln-scope_1\README.md,Recovered
active,Usage/Info,plugins\infrastructure\active\README.md,Recovered
active_test,Usage/Info,plugins\infrastructure\active_test\README.md,Recovered
auth,Usage/Info,plugins\infrastructure\auth\README.md,Recovered
auth_manager,Usage/Info,plugins\infrastructure\auth_manager\README.md,Recovered
basic_scan,Usage/Info,plugins\infrastructure\basic_scan\README.md,Recovered
beacon_host,Usage/Info,plugins\infrastructure\beacon_host\README.md,Recovered
brute,Usage/Info,plugins\infrastructure\brute\README.md,Recovered
bruteforce-ftp,Usage/Info,plugins\infrastructure\bruteforce-ftp\README.md,Recovered
bruteforce-http,Usage/Info,plugins\infrastructure\bruteforce-http\README.md,Recovered
bruteforce-rdp,Usage/Info,plugins\infrastructure\bruteforce-rdp\README.md,Recovered
bruteforce-smb,Usage/Info,plugins\infrastructure\bruteforce-smb\README.md,Recovered
bruteforce-ssh,Usage/Info,plugins\infrastructure\bruteforce-ssh\README.md,Recovered
brute_test,Usage/Info,plugins\infrastructure\brute_test\README.md,Recovered
cgo_specific,Usage/Info,plugins\infrastructure\cgo_specific\README.md,Recovered
check-env,Usage/Info,plugins\infrastructure\check-env\README.md,Recovered
client_2,Usage/Info,plugins\infrastructure\client_2\README.md,Recovered
client_sdk,Usage/Info,plugins\infrastructure\client_sdk\README.md,Recovered
codeclimate,Usage/Info,plugins\infrastructure\codeclimate\README.md,Recovered
common,Usage/Info,plugins\infrastructure\common\README.md,Recovered
config_2,Usage/Info,plugins\infrastructure\config_2\README.md,Recovered
config_4,Usage/Info,plugins\infrastructure\config_4\README.md,Recovered
curl-known-security,Usage/Info,plugins\infrastructure\curl-known-security\README.md,Recovered
curl-robots,Usage/Info,plugins\infrastructure\curl-robots\README.md,Recovered
CyberStrikeAIClient1,Usage/Info,plugins\infrastructure\CyberStrikeAIClient1\README.md,Recovered
datasrcs_test,Usage/Info,plugins\infrastructure\datasrcs_test\README.md,Recovered
deepsource,Usage/Info,plugins\infrastructure\deepsource\README.md,Recovered
dependabot_2,Usage/Info,plugins\infrastructure\dependabot_2\README.md,Recovered
eino_retrieve_chain_test,Usage/Info,plugins\infrastructure\eino_retrieve_chain_test\README.md,Recovered
entrypoint_1,Usage/Info,plugins\infrastructure\entrypoint_1\README.md,Recovered
enum4linux,Usage/Info,plugins\infrastructure\enum4linux\README.md,Recovered
env,Usage/Info,plugins\infrastructure\env\README.md,Recovered
envexpand,Usage/Info,plugins\infrastructure\envexpand\README.md,Recovered
env_1,Usage/Info,plugins\infrastructure\env_1\README.md,Recovered
error,Usage/Info,plugins\infrastructure\error\README.md,Recovered
eslintconfig,Usage/Info,plugins\infrastructure\eslintconfig\README.md,Recovered
execute-python-script,Usage/Info,plugins\infrastructure\execute-python-script\README.md,Recovered
external_manager,Usage/Info,plugins\infrastructure\external_manager\README.md,Recovered
external_manager_test,Usage/Info,plugins\infrastructure\external_manager_test\README.md,Recovered
external_mcp,Usage/Info,plugins\infrastructure\external_mcp\README.md,Recovered
falco,Usage/Info,plugins\infrastructure\falco\README.md,Recovered
generate-totp,Usage/Info,plugins\infrastructure\generate-totp\README.md,Recovered
get-arch,Usage/Info,plugins\infrastructure\get-arch\README.md,Recovered
gitleaks,Usage/Info,plugins\infrastructure\gitleaks\README.md,Recovered
goreleaser,Usage/Info,plugins\infrastructure\goreleaser\README.md,Recovered
home,Usage/Info,plugins\infrastructure\home\README.md,Recovered
index_14,Usage/Info,plugins\infrastructure\index_14\README.md,Recovered
index_7,Usage/Info,plugins\infrastructure\index_7\README.md,Recovered
install-python-package,Usage/Info,plugins\infrastructure\install-python-package\README.md,Recovered
issue_importer,Usage/Info,plugins\infrastructure\issue_importer\README.md,Recovered
jaeles,Usage/Info,plugins\infrastructure\jaeles\README.md,Recovered
ldap-search,Usage/Info,plugins\infrastructure\ldap-search\README.md,Recovered
lint,Usage/Info,plugins\infrastructure\lint\README.md,Recovered
logger,Usage/Info,plugins\infrastructure\logger\README.md,Recovered
loggercpython-313,Usage/Info,plugins\infrastructure\loggercpython-313\README.md,Recovered
logger_2,Usage/Info,plugins\infrastructure\logger_2\README.md,Recovered
lookup-sid,Usage/Info,plugins\infrastructure\lookup-sid\README.md,Recovered
main_14,Usage/Info,plugins\infrastructure\main_14\README.md,Recovered
main_15,Usage/Info,plugins\infrastructure\main_15\README.md,Recovered
main_server_http_redirect,Usage/Info,plugins\infrastructure\main_server_http_redirect\README.md,Recovered
main_server_http_redirect_test,Usage/Info,plugins\infrastructure\main_server_http_redirect_test\README.md,Recovered
mcp_reverse_shell,Usage/Info,plugins\infrastructure\mcp_reverse_shell\README.md,Recovered
meta,Usage/Info,plugins\infrastructure\meta\README.md,Recovered
nbtscan,Usage/Info,plugins\infrastructure\nbtscan\README.md,Recovered
nikto,Usage/Info,plugins\infrastructure\nikto\README.md,Recovered
nmap-finger,Usage/Info,plugins\infrastructure\nmap-finger\README.md,Recovered
nmap-kerberos,Usage/Info,plugins\infrastructure\nmap-kerberos\README.md,Recovered
nmap-msrpc,Usage/Info,plugins\infrastructure\nmap-msrpc\README.md,Recovered
nmap-nntp,Usage/Info,plugins\infrastructure\nmap-nntp\README.md,Recovered
nmap-redis,Usage/Info,plugins\infrastructure\nmap-redis\README.md,Recovered
nmap-rmi,Usage/Info,plugins\infrastructure\nmap-rmi\README.md,Recovered
nmap-sip,Usage/Info,plugins\infrastructure\nmap-sip\README.md,Recovered
nmap-ssh,Usage/Info,plugins\infrastructure\nmap-ssh\README.md,Recovered
nmap-telnet,Usage/Info,plugins\infrastructure\nmap-telnet\README.md,Recovered
nmap-tftp,Usage/Info,plugins\infrastructure\nmap-tftp\README.md,Recovered
nmap_tool_1,Usage/Info,plugins\infrastructure\nmap_tool_1\README.md,Recovered
onesixtyone,Usage/Info,plugins\infrastructure\onesixtyone\README.md,Recovered
oracle-odat,Usage/Info,plugins\infrastructure\oracle-odat\README.md,Recovered
oracle-scanner,Usage/Info,plugins\infrastructure\oracle-scanner\README.md,Recovered
oracle-tnscmd,Usage/Info,plugins\infrastructure\oracle-tnscmd\README.md,Recovered
parallel_scans,Usage/Info,plugins\infrastructure\parallel_scans\README.md,Recovered
paths,Usage/Info,plugins\infrastructure\paths\README.md,Recovered
portscan-top-tcp-ports,Usage/Info,plugins\infrastructure\portscan-top-tcp-ports\README.md,Recovered
pre-commit-config_1,Usage/Info,plugins\infrastructure\pre-commit-config_1\README.md,Recovered
process_registry,Usage/Info,plugins\infrastructure\process_registry\README.md,Recovered
pyproject_5,Usage/Info,plugins\infrastructure\pyproject_5\README.md,Recovered
README_CN,Usage/Info,plugins\infrastructure\README_CN\README.md,Recovered
README_CN_2,Usage/Info,plugins\infrastructure\README_CN_2\README.md,Recovered
reconFTW,Usage/Info,plugins\infrastructure\reconFTW\README.md,Recovered
redirect-host-discovery,Usage/Info,plugins\infrastructure\redirect-host-discovery\README.md,Recovered
redis-cli,Usage/Info,plugins\infrastructure\redis-cli\README.md,Recovered
registry_2,Usage/Info,plugins\infrastructure\registry_2\README.md,Recovered
release,Usage/Info,plugins\infrastructure\release\README.md,Recovered
requirements_14,Usage/Info,plugins\infrastructure\requirements_14\README.md,Recovered
requirements_15,Usage/Info,plugins\infrastructure\requirements_15\README.md,Recovered
requirements_5,Usage/Info,plugins\infrastructure\requirements_5\README.md,Recovered
resiliencetest,Usage/Info,plugins\infrastructure\resiliencetest\README.md,Recovered
resolvers_test,Usage/Info,plugins\infrastructure\resolvers_test\README.md,Recovered
resources,Usage/Info,plugins\infrastructure\resources\README.md,Recovered
retrieval_postprocess_test,Usage/Info,plugins\infrastructure\retrieval_postprocess_test\README.md,Recovered
rigid,Usage/Info,plugins\infrastructure\rigid\README.md,Recovered
rigid_test,Usage/Info,plugins\infrastructure\rigid_test\README.md,Recovered
rpcclient,Usage/Info,plugins\infrastructure\rpcclient\README.md,Recovered
rpcdump,Usage/Info,plugins\infrastructure\rpcdump\README.md,Recovered
rsync-list-files,Usage/Info,plugins\infrastructure\rsync-list-files\README.md,Recovered
run,Usage/Info,plugins\infrastructure\run\README.md,Recovered
run-shannon-blackbox,Usage/Info,plugins\infrastructure\run-shannon-blackbox\README.md,Recovered
run_all,Usage/Info,plugins\infrastructure\run_all\README.md,Recovered
run_bench,Usage/Info,plugins\infrastructure\run_bench\README.md,Recovered
rustscan,Usage/Info,plugins\infrastructure\rustscan\README.md,Recovered
rustscan_tool,Usage/Info,plugins\infrastructure\rustscan_tool\README.md,Recovered
save-deliverable,Usage/Info,plugins\infrastructure\save-deliverable\README.md,Recovered
server_https_bootstrap,Usage/Info,plugins\infrastructure\server_https_bootstrap\README.md,Recovered
shannon,Usage/Info,plugins\infrastructure\shannon\README.md,Recovered
showmount,Usage/Info,plugins\infrastructure\showmount\README.md,Recovered
sipvicious,Usage/Info,plugins\infrastructure\sipvicious\README.md,Recovered
sleep,Usage/Info,plugins\infrastructure\sleep\README.md,Recovered
