Repository,Primary Category,Secondary Category,Language,Recovery Score,Status
i18n,Utilities,Framework Components,Python,35.0,Wrapper Only
idor_sequential,Utilities,Framework Components,Python,35.0,Wrapper Only
index_10,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
index_11,Utilities,Framework Components,Python,35.0,Wrapper Only
index_6,Utilities,Framework Components,Python,35.0,Metadata Only
index_8,Utilities,Framework Components,Python,35.0,Wrapper Only
index_pipeline_test,Utilities,Framework Components,Python,35.0,Metadata Only
info-collect,Utilities,Framework Components,Python,35.0,Wrapper Only
infrastructure_view,Utilities,Framework Components,Python,35.0,Wrapper Only
ini,Utilities,Framework Components,Python,35.0,Wrapper Only
initialize,Utilities,Framework Components,Python,35.0,Wrapper Only
inputFiles,Utilities,Framework Components,Python,15.0,Metadata Only
install,Utilities,Framework Components,Python,55.0,Partially Recovered
installation,Utilities,Framework Components,Python,15.0,Wrapper Only
install_1,Web Enumeration,Content Discovery,Python,55.0,Partially Recovered
install_4,Utilities,Framework Components,Python,55.0,Partially Recovered
install_planner,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
install_wizard,Utilities,Framework Components,Python,35.0,Wrapper Only
integration,Utilities,Framework Components,Python,35.0,Wrapper Only
intelligence_concepts,Utilities,Framework Components,Python,15.0,Wrapper Only
intelligence_pipeline,Utilities,Framework Components,Python,35.0,Wrapper Only
intelx,Utilities,Framework Components,Python,35.0,Wrapper Only
interactive,Utilities,Framework Components,Python,35.0,Wrapper Only
introduction,Utilities,Framework Components,Python,15.0,Wrapper Only
ipaddr,Utilities,Framework Components,Python,35.0,Wrapper Only
ipaddr_endpoint,Utilities,Framework Components,Python,35.0,Wrapper Only
ipnet,Utilities,Framework Components,Python,35.0,Wrapper Only
ipverse,Utilities,Framework Components,Python,35.0,Wrapper Only
ip_netblock,Utilities,Framework Components,Python,35.0,Wrapper Only
issue-report,Utilities,Framework Components,Python,15.0,Wrapper Only
jarm,Utilities,Framework Components,Python,35.0,Wrapper Only
jsluice_patterns,Utilities,Framework Components,Python,15.0,Wrapper Only
js_analyzer,Utilities,Framework Components,Python,35.0,Wrapper Only
juice-shop,Utilities,Framework Components,Python,15.0,Wrapper Only
katana,Utilities,Framework Components,Python,15.0,Wrapper Only
katana_2,Utilities,Framework Components,Python,15.0,Wrapper Only
katana_tool,Utilities,Framework Components,Python,35.0,Wrapper Only
kiterunner,Utilities,Framework Components,Python,35.0,Wrapper Only
kiterunner_tool,Utilities,Framework Components,Python,35.0,Wrapper Only
knowledge-base,Utilities,Framework Components,Python,15.0,Wrapper Only
knowledge_base_1,Utilities,Framework Components,Python,35.0,Wrapper Only
known_fqdn,Utilities,Framework Components,Python,35.0,Wrapper Only
kubernetes_analyzer,Utilities,Framework Components,Python,35.0,Wrapper Only
leaked_credentials,Utilities,Framework Components,Python,35.0,Wrapper Only
leakix,Utilities,Framework Components,Python,35.0,Wrapper Only
leakix_2,Utilities,Framework Components,Python,35.0,Wrapper Only
learning_mode,Utilities,Framework Components,Python,35.0,Wrapper Only
ledger,Utilities,Framework Components,Python,35.0,Wrapper Only
LegacyPentestRunner,Utilities,Framework Components,Python,35.0,Wrapper Only
lei_record,Utilities,Framework Components,Python,35.0,Wrapper Only
lfi_wordlist,Utilities,Framework Components,Python,15.0,Metadata Only
library,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
LICENSE_14,Utilities,Framework Components,Python,15.0,Wrapper Only
LICENSE_3,Utilities,Framework Components,Python,15.0,Wrapper Only
linkedin,Utilities,Framework Components,Python,15.0,Wrapper Only
listener,Utilities,Framework Components,Python,35.0,Wrapper Only
listener_http,Utilities,Framework Components,Python,35.0,Wrapper Only
listener_websocket,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
live_capture,Utilities,Framework Components,Python,35.0,Wrapper Only
llm-analyzer,Utilities,Framework Components,Python,35.0,Wrapper Only
llm-app-redteam,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
llm-redteam,Utilities,Framework Components,Python,15.0,Wrapper Only
llm_analysis,Utilities,Framework Components,Python,0.0,Wrapper Only
load,Utilities,Framework Components,Python,35.0,Wrapper Only
local-source-generator,Utilities,Framework Components,Python,15.0,Wrapper Only
location,Utilities,Framework Components,Python,35.0,Wrapper Only
locations,Utilities,Framework Components,Python,35.0,Wrapper Only
location_1,Utilities,Framework Components,Python,35.0,Wrapper Only
log,Utilities,Framework Components,Python,35.0,Wrapper Only
logo_1,Utilities,Framework Components,Python,15.0,Wrapper Only
logs,Utilities,Framework Components,Python,35.0,Wrapper Only
main_1,AI Agents,Automation,Python,35.0,Wrapper Only
main_10,AI Agents,Automation,Python,35.0,Metadata Only
main_11,AI Agents,Automation,Python,35.0,Metadata Only
main_17,AI Agents,Automation,Python,35.0,Wrapper Only
main_18,AI Agents,Automation,Python,35.0,Wrapper Only
main_2,AI Agents,Automation,Python,35.0,Wrapper Only
main_6,AI Agents,Automation,Python,35.0,Wrapper Only
main_9,AI Agents,Automation,Python,35.0,Wrapper Only
main_server_tls,AI Agents,Automation,Python,35.0,Wrapper Only
Makefile_2,Utilities,Framework Components,Python,15.0,Metadata Only
Makefile_3,Utilities,Framework Components,Python,15.0,Wrapper Only
malicious,Utilities,Framework Components,Python,0.0,Wrapper Only
maltego,Utilities,Framework Components,Python,35.0,Wrapper Only
malware-analyst,Utilities,Framework Components,Python,15.0,Wrapper Only
manager_1,Utilities,Framework Components,Python,35.0,Wrapper Only
mapcidr,Utilities,Framework Components,Python,35.0,Wrapper Only
mapping,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
markers,Utilities,Framework Components,Python,35.0,Wrapper Only
marketplace,Utilities,Framework Components,Python,35.0,Wrapper Only
massdns,DNS Intelligence,Subdomain Enumeration,Python,35.0,Wrapper Only
massdns_tool,DNS Intelligence,Subdomain Enumeration,Python,35.0,Wrapper Only
match,Utilities,Framework Components,Python,35.0,Wrapper Only
mcp-management,Utilities,Framework Components,Python,15.0,Wrapper Only
mcp-stdio2,Utilities,Framework Components,Python,15.0,Wrapper Only
menu,Utilities,Framework Components,Python,35.0,Wrapper Only
merklemap,Utilities,Framework Components,Python,35.0,Wrapper Only
metasploit-agent,AI Agents,Automation,Python,35.0,Wrapper Only
methodology_engine,Utilities,Framework Components,Python,35.0,Wrapper Only
mobile_agent,AI Agents,Automation,Python,35.0,Metadata Only
mock_pipelinetest,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
ModelCommand,Utilities,Framework Components,Python,35.0,Wrapper Only
models_2,Utilities,Framework Components,Python,35.0,Wrapper Only
modes,Utilities,Framework Components,Python,55.0,Partially Recovered
MODS,Utilities,Framework Components,Python,15.0,Wrapper Only
MSSQLInjection,Utilities,Framework Components,Python,15.0,Wrapper Only
naabu_tool,Utilities,Framework Components,Python,35.0,Wrapper Only
namelist,Utilities,Framework Components,Python,15.0,Wrapper Only
netblock,Utilities,Framework Components,Python,35.0,Wrapper Only
netblock_1,Utilities,Framework Components,Python,35.0,Wrapper Only
netdiscover_tool,Utilities,Framework Components,Python,35.0,Metadata Only
netlas,Utilities,Framework Components,Python,35.0,Wrapper Only
network-recon,Utilities,Framework Components,Python,35.0,Wrapper Only
networks,Utilities,Framework Components,Python,35.0,Wrapper Only
network_discovery,Utilities,Framework Components,Python,0.0,Wrapper Only
nextjs_rsc_rce,Utilities,Framework Components,Python,35.0,Wrapper Only
next_step_predictor,Utilities,Framework Components,Python,35.0,Wrapper Only
nikto_2,Utilities,Framework Components,Python,15.0,Wrapper Only
nmap-ajp,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-cassandra,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-cups,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-dns,DNS Intelligence,Subdomain Enumeration,Python,35.0,Wrapper Only
nmap-ftp,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-http,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-imap,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-ldap,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-mongodb,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-mountd,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-mssql,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-multicast-dns,DNS Intelligence,Subdomain Enumeration,Python,35.0,Wrapper Only
nmap-mysql,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-nfs,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-ntp,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-oracle,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-pop3,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-rdp,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-rsync,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-smb,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-smtp,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-snmp,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
nmap-vnc,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
normalization,Utilities,Framework Components,Python,35.0,Wrapper Only
nosql_fuzz,Utilities,Framework Components,Python,35.0,Wrapper Only
notify,Utilities,Framework Components,Python,15.0,Wrapper Only
nuclei,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
nuclei-agent,AI Agents,Automation,Python,35.0,Metadata Only
nuclei-template-sha,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
nuclei_2,Utilities,Framework Components,Python,15.0,Wrapper Only
nuclei_tool,Utilities,Framework Components,Python,35.0,Wrapper Only
oauth_pkce_downgrade,Utilities,Framework Components,Python,35.0,Wrapper Only
ollama,Utilities,Framework Components,Python,35.0,Wrapper Only
onyphe,Utilities,Framework Components,Python,35.0,Wrapper Only
operations_center,Utilities,Framework Components,Python,35.0,Wrapper Only
opsec-anonymizer,Utilities,Framework Components,Python,15.0,Wrapper Only
options_2,Utilities,Framework Components,Python,35.0,Wrapper Only
OracleSQLInjection,Utilities,Framework Components,Python,15.0,Wrapper Only
org,Utilities,Framework Components,Python,35.0,Wrapper Only
orgs,Utilities,Framework Components,Python,35.0,Wrapper Only
org_1,Utilities,Framework Components,Python,35.0,Wrapper Only
org_lei,Utilities,Framework Components,Python,35.0,Wrapper Only
outputter,Utilities,Framework Components,Python,35.0,Wrapper Only
package-lock,Utilities,Framework Components,Python,15.0,Wrapper Only
parallel,Utilities,Framework Components,Python,55.0,Partially Recovered
parameter_discovery,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
paramspider,Utilities,Framework Components,Python,35.0,Wrapper Only
parse,Utilities,Framework Components,Python,35.0,Wrapper Only
parsers,Utilities,Framework Components,Python,35.0,Wrapper Only
parser_mixin,Utilities,Framework Components,Python,35.0,Wrapper Only
parse_test,Utilities,Framework Components,Python,35.0,Wrapper Only
passive,Utilities,Framework Components,Python,35.0,Wrapper Only
passivetotal,Utilities,Framework Components,Python,35.0,Wrapper Only
passive_recon,Utilities,Framework Components,Python,15.0,Wrapper Only
payload-crafter,Utilities,Framework Components,Python,15.0,Wrapper Only
pcap_parser,Utilities,Framework Components,Python,35.0,Wrapper Only
pentest-mcp-server,Utilities,Framework Components,Python,15.0,Wrapper Only
PentestGPT-720WebShareName,Web Enumeration,Content Discovery,Python,15.0,Wrapper Only
pentestGPT_HTB_phonebook_failed,AI Agents,Automation,Python,15.0,Metadata Only
pentestGPT_log_HTB_Precious,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
pentesting,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
permutations_list,Utilities,Framework Components,Python,15.0,Wrapper Only
permutations_list_short,Utilities,Framework Components,Python,15.0,Wrapper Only
phishing-operator,Utilities,Framework Components,Python,15.0,Wrapper Only
pipelines,Utilities,Framework Components,Python,35.0,Wrapper Only
pipeline_engine,Utilities,Framework Components,Python,35.0,Wrapper Only
planner,Utilities,Framework Components,Python,35.0,Wrapper Only
playbook,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
plugin,Utilities,Framework Components,Python,35.0,Wrapper Only
plugin_1,Utilities,Framework Components,Python,35.0,Wrapper Only
plugin_10,Utilities,Framework Components,Python,35.0,Wrapper Only
plugin_11,Utilities,Framework Components,Python,35.0,Wrapper Only
plugin_12,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
plugin_2,Utilities,Framework Components,Python,35.0,Wrapper Only
plugin_4,Utilities,Framework Components,Python,35.0,Wrapper Only
plugin_5,Utilities,Framework Components,Python,35.0,Wrapper Only
plugin_6,Utilities,Framework Components,Python,35.0,Wrapper Only
plugin_7,Utilities,Framework Components,Python,35.0,Wrapper Only
plugin_8,Utilities,Framework Components,Python,35.0,Wrapper Only
plugin_manager,Utilities,Framework Components,Python,35.0,Metadata Only
portscan,Vulnerability Scanning,Assessment,Python,35.0,Wrapper Only
port_prioritizer,Utilities,Framework Components,Python,35.0,Wrapper Only
PostgreSQLInjection,Utilities,Framework Components,Python,15.0,Wrapper Only
pre-recon,Utilities,Framework Components,Python,35.0,Wrapper Only
preflight,Utilities,Framework Components,Python,35.0,Wrapper Only
preflight-check,Vulnerability Scanning,Assessment,Python,35.0,Wrapper Only
print,Utilities,Framework Components,Python,35.0,Wrapper Only
PRIVACY,Utilities,Framework Components,Python,15.0,Wrapper Only
probes,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
process,Utilities,Framework Components,Python,35.0,Wrapper Only
profundis,Utilities,Framework Components,Python,35.0,Wrapper Only
prompt_class_v1,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
prompt_class_v2,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
prospeo,Utilities,Framework Components,Python,35.0,Wrapper Only
protocol_detector,Utilities,Framework Components,Python,35.0,Wrapper Only
proxy_controller,Utilities,Framework Components,Python,35.0,Wrapper Only
pseudo-source-builder,Utilities,Framework Components,Python,35.0,Wrapper Only
ptt_reasoning,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
pugrecon,Utilities,Framework Components,Python,35.0,Wrapper Only
PULL_REQUEST_TEMPLATE,Utilities,Framework Components,Python,15.0,Metadata Only
PULL_REQUEST_TEMPLATE_2,Utilities,Framework Components,Python,15.0,Wrapper Only
puredns,DNS Intelligence,Subdomain Enumeration,Python,35.0,Wrapper Only
puredns_tool,DNS Intelligence,Subdomain Enumeration,Python,35.0,Wrapper Only
pure_go,Utilities,Framework Components,Python,35.0,Wrapper Only
pyproject_2,Utilities,Framework Components,Python,15.0,Wrapper Only
pyproject_4,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
pyshark_engine,Utilities,Framework Components,Python,35.0,Wrapper Only
pythonorg_headers_20241216_000049,Utilities,Framework Components,Python,15.0,Wrapper Only
pythonorg_subdomains_20241215_235829,AI Agents,Automation,Python,15.0,Wrapper Only
quake,Utilities,Framework Components,Python,35.0,Wrapper Only
quick_action_bar,Utilities,Framework Components,Python,35.0,Wrapper Only
radare2,Utilities,Framework Components,Python,15.0,Metadata Only
ranger,Utilities,Framework Components,Python,35.0,Wrapper Only
rapiddns,DNS Intelligence,Subdomain Enumeration,Python,35.0,Wrapper Only
rapiddns_2,DNS Intelligence,Subdomain Enumeration,Python,35.0,Wrapper Only
ratelimit_test,Utilities,Framework Components,Python,35.0,Wrapper Only
rdap,Utilities,Framework Components,Python,35.0,Wrapper Only
README,Utilities,Framework Components,Python,15.0,Wrapper Only
README_1,Utilities,Framework Components,Python,15.0,Wrapper Only
README_16,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
README_17,Utilities,Framework Components,Python,15.0,Wrapper Only
README_18,Utilities,Framework Components,Python,15.0,Wrapper Only
README_2,Utilities,Framework Components,Python,15.0,Wrapper Only
README_20,Utilities,Framework Components,Python,15.0,Wrapper Only
README_23,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
README_24,Utilities,Framework Components,Python,15.0,Metadata Only
README_26,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
README_27,Utilities,Framework Components,Python,15.0,Wrapper Only
README_3,Utilities,Framework Components,Python,15.0,Wrapper Only
README_36,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
README_39,Utilities,Framework Components,Python,15.0,Wrapper Only
README_4,Utilities,Framework Components,Python,15.0,Wrapper Only
README_41,Utilities,Framework Components,Python,15.0,Wrapper Only
README_42,Utilities,Framework Components,Python,15.0,Wrapper Only
README_43,Utilities,Framework Components,Python,15.0,Wrapper Only
README_44,Utilities,Framework Components,Python,15.0,Wrapper Only
README_45,Utilities,Framework Components,Python,15.0,Wrapper Only
README_47,Utilities,Framework Components,Python,15.0,Wrapper Only
README_48,Utilities,Framework Components,Python,15.0,Wrapper Only
README_49,Utilities,Framework Components,Python,15.0,Wrapper Only
README_5,Utilities,Framework Components,Python,15.0,Wrapper Only
README_51,Utilities,Framework Components,Python,15.0,Wrapper Only
README_52,Utilities,Framework Components,Python,15.0,Wrapper Only
README_53,Utilities,Framework Components,Python,15.0,Wrapper Only
README_57,Utilities,Framework Components,Python,15.0,Wrapper Only
README_58,Utilities,Framework Components,Python,15.0,Wrapper Only
README_7,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
README_8,Utilities,Framework Components,Python,15.0,Wrapper Only
README_CN_1,Utilities,Framework Components,Python,15.0,Wrapper Only
README_EN,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
realdemo,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
realdemo-paced,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
recommend,Utilities,Framework Components,Python,15.0,Wrapper Only
recommendation_engine,Utilities,Framework Components,Python,35.0,Wrapper Only
recommendation_engine_1,Utilities,Framework Components,Python,35.0,Wrapper Only
recon-advisor,Utilities,Framework Components,Python,15.0,Wrapper Only
reconeer,Utilities,Framework Components,Python,35.0,Wrapper Only
reconftw,Utilities,Framework Components,Python,55.0,Partially Recovered
reconftw_1,Utilities,Framework Components,Python,15.0,Wrapper Only
reconftw_full,Utilities,Framework Components,Python,15.0,Wrapper Only
reconftw_quick,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
reconftw_stealth,Utilities,Framework Components,Python,15.0,Wrapper Only
recon_2,Utilities,Framework Components,Python,15.0,Wrapper Only
recon_agent,AI Agents,Automation,Python,35.0,Wrapper Only
recon_strategy,Utilities,Framework Components,Python,35.0,Wrapper Only
redhuntlabs,Utilities,Framework Components,Python,35.0,Wrapper Only
registry_1,Utilities,Framework Components,Python,35.0,Wrapper Only
registry_121,Utilities,Framework Components,Python,35.0,Wrapper Only
registry_122,Utilities,Framework Components,Python,35.0,Wrapper Only
registry_123,Utilities,Framework Components,Python,35.0,Wrapper Only
registry_181,Utilities,Framework Components,Python,35.0,Wrapper Only
registry_182,Utilities,Framework Components,Python,35.0,Wrapper Only
registry_5,Utilities,Framework Components,Python,35.0,Wrapper Only
registry_test,Utilities,Framework Components,Python,35.0,Wrapper Only
reg_records,Utilities,Framework Components,Python,35.0,Wrapper Only
related,Utilities,Framework Components,Python,35.0,Wrapper Only
relationship_graph,Utilities,Framework Components,Python,35.0,Wrapper Only
relationship_mapper,Utilities,Framework Components,Python,35.0,Wrapper Only
renderer,Utilities,Framework Components,Python,35.0,Metadata Only
replay_engine,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
report-executive_1,Utilities,Framework Components,Python,15.0,Metadata Only
report-executive_2,Utilities,Framework Components,Python,15.0,Wrapper Only
reporter,Utilities,Framework Components,Python,35.0,Metadata Only
reporthtml,Utilities,Framework Components,Python,15.0,Wrapper Only
reporting-cherrytree,Utilities,Framework Components,Python,35.0,Metadata Only
reporting-markdown,Utilities,Framework Components,Python,35.0,Metadata Only
report_121,Utilities,Framework Components,Python,35.0,Wrapper Only
report_14,Utilities,Framework Components,Python,35.0,Wrapper Only
report_15,Utilities,Framework Components,Python,35.0,Metadata Only
report_16,Utilities,Framework Components,Python,35.0,Wrapper Only
report_17,Utilities,Framework Components,Python,35.0,Wrapper Only
report_generator,Utilities,Framework Components,Python,35.0,Metadata Only
report_injector_2,Utilities,Framework Components,Python,35.0,Wrapper Only
requirements,Utilities,Framework Components,Python,15.0,Wrapper Only
requirements_11,Utilities,Framework Components,Python,15.0,Wrapper Only
requirements_12,Utilities,Framework Components,Python,15.0,Wrapper Only
requirements_16,Utilities,Framework Components,Python,15.0,Wrapper Only
requirements_2,Utilities,Framework Components,Python,15.0,Wrapper Only
requirements_3,Utilities,Framework Components,Python,15.0,Wrapper Only
requirements_8,Utilities,Framework Components,Python,15.0,Wrapper Only
requirements_9,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
resilience,Utilities,Framework Components,Python,35.0,Wrapper Only
resolve,Utilities,Framework Components,Python,35.0,Wrapper Only
resolvers,Utilities,Framework Components,Python,35.0,Wrapper Only
resolvers_1,Utilities,Framework Components,Python,35.0,Wrapper Only
resolver_manager,Utilities,Framework Components,Python,35.0,Wrapper Only
resource_availability,AI Agents,Automation,Python,35.0,Metadata Only
responder,Utilities,Framework Components,Python,15.0,Wrapper Only
response_headers,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
RESPONSIBLE_DISCLOSURE,Utilities,Framework Components,Python,15.0,Wrapper Only
rest_api,Utilities,Framework Components,Python,15.0,Wrapper Only
reverse,Utilities,Framework Components,Python,35.0,Wrapper Only
reverse-engineer,Utilities,Framework Components,Python,15.0,Wrapper Only
riddler,Utilities,Framework Components,Python,35.0,Wrapper Only
risk_mapper,Utilities,Framework Components,Python,35.0,Wrapper Only
risk_scorer,Utilities,Framework Components,Python,35.0,Wrapper Only
risk_scoring,Utilities,Framework Components,Python,35.0,Wrapper Only
ROADMAP,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
robtext,Utilities,Framework Components,Python,35.0,Wrapper Only
rollback-beta,Utilities,Framework Components,Python,15.0,Metadata Only
runner_1,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
runner_3,Utilities,Framework Components,Python,35.0,Wrapper Only
run_benchmarks,Utilities,Framework Components,Python,35.0,Metadata Only
run_dvwa_engagement,Utilities,Framework Components,Python,35.0,Wrapper Only
run_dvwa_full,Utilities,Framework Components,Python,35.0,Wrapper Only
run_summary,Utilities,Framework Components,Python,15.0,Wrapper Only
run_summary_1,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
run_tests,Utilities,Framework Components,Python,55.0,Partially Recovered
save_results,Utilities,Framework Components,Python,35.0,Wrapper Only
scan4all,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
scanners,Vulnerability Scanning,Assessment,Python,35.0,Wrapper Only
scanner_5,Vulnerability Scanning,Assessment,Python,35.0,Wrapper Only
scan_optimizer,Vulnerability Scanning,Assessment,Python,35.0,Metadata Only
scheduler,Utilities,Framework Components,Python,35.0,Wrapper Only
schemas,Utilities,Framework Components,Python,35.0,Wrapper Only
schemas_1,Utilities,Framework Components,Python,35.0,Wrapper Only
scope_1,Utilities,Framework Components,Python,35.0,Wrapper Only
scope_test,Utilities,Framework Components,Python,35.0,Wrapper Only
SCORE,Utilities,Framework Components,Python,15.0,Wrapper Only
SCORE_1,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
SCORE_2,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
Screenshot1,Utilities,Framework Components,Python,15.0,Wrapper Only
search_2,Utilities,Framework Components,Python,35.0,Wrapper Only
secretscfg,Utilities,Framework Components,Python,15.0,Wrapper Only
SECURITY,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
security-header-analyzer,Utilities,Framework Components,Python,35.0,Wrapper Only
SecurityHeaderAnalyzer,Utilities,Framework Components,Python,35.0,Wrapper Only
securitytrails,AI Agents,Automation,Python,35.0,Wrapper Only
securitytrails_2,AI Agents,Automation,Python,35.0,Wrapper Only
SECURITY_2,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
security_tools,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
sensitive_detector,Utilities,Framework Components,Python,35.0,Wrapper Only
sensitive_domains,AI Agents,Automation,Python,15.0,Wrapper Only
server_1,Utilities,Framework Components,Python,35.0,Wrapper Only
server_2,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
server_3,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
service_correlator,Utilities,Framework Components,Python,35.0,Wrapper Only
service_detection,Utilities,Framework Components,Python,0.0,Wrapper Only
service_learning,Utilities,Framework Components,Python,35.0,Wrapper Only
session,Utilities,Framework Components,Python,35.0,Wrapper Only
sessions,Utilities,Framework Components,Python,35.0,Wrapper Only
session_manager,Utilities,Framework Components,Python,35.0,Metadata Only
settings_1,Utilities,Framework Components,Python,35.0,Wrapper Only
setup_2,Utilities,Framework Components,Python,75.0,Partially Recovered
severity_engine,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
shadow-it,Utilities,Framework Components,Python,35.0,Wrapper Only
shadow-ittest,Utilities,Framework Components,Python,35.0,Wrapper Only
shannon-action,Utilities,Framework Components,Python,15.0,Wrapper Only
SHANNON-PRO,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
shannon-report-crapi,Utilities,Framework Components,Python,15.0,Wrapper Only
shannon-report-juice-shop,Utilities,Framework Components,Python,15.0,Wrapper Only
shannon-scan,Vulnerability Scanning,Assessment,Python,15.0,Wrapper Only
shannon-screen_1,Utilities,Framework Components,Python,15.0,Wrapper Only
shodan_recon_plugin,Utilities,Framework Components,Python,35.0,Wrapper Only
shuffledns,DNS Intelligence,Subdomain Enumeration,Python,35.0,Wrapper Only
shuffledns_tool,DNS Intelligence,Subdomain Enumeration,Python,35.0,Wrapper Only
sitedossier,Utilities,Framework Components,Python,35.0,Wrapper Only
sitedossier_2,Utilities,Framework Components,Python,35.0,Wrapper Only
SKILL_19,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
SKILL_2,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
SKILL_20,Utilities,Framework Components,Python,15.0,Wrapper Only
SKILL_22,Utilities,Framework Components,Python,15.0,Metadata Only
SKILL_23,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
SKILL_5,Utilities,Framework Components,Python,15.0,Wrapper Only
SKILL_6,Utilities,Framework Components,Python,15.0,Wrapper Only
SKILL_8,Utilities,Framework Components,Python,15.0,Wrapper Only
smart-scan,Vulnerability Scanning,Assessment,Python,15.0,Wrapper Only
smart-scan-expanded-toolset,Vulnerability Scanning,Assessment,Python,15.0,Wrapper Only
smart-scan-on-search,Vulnerability Scanning,Assessment,Python,15.0,Wrapper Only
solution,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
solved-challenges,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
sources,Utilities,Framework Components,Python,35.0,Wrapper Only
sources_test,Utilities,Framework Components,Python,35.0,Wrapper Only
sources_wo_auth_test,Utilities,Framework Components,Python,35.0,Wrapper Only
sources_w_auth_test,Utilities,Framework Components,Python,35.0,Wrapper Only
spa_probes,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
SPEC,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
spiderfoot,Utilities,Framework Components,Python,35.0,Wrapper Only
spotter,Utilities,Framework Components,Python,55.0,Partially Recovered
sqli_fuzz,Utilities,Framework Components,Python,35.0,Wrapper Only
sqli_login_bypass,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
SQLmap,Utilities,Framework Components,Python,15.0,Wrapper Only
sqlmap-agent,AI Agents,Automation,Python,35.0,Wrapper Only
srv,Utilities,Framework Components,Python,35.0,Wrapper Only
ssh_manager,Utilities,Framework Components,Python,35.0,Metadata Only
ssl,Utilities,Framework Components,Python,0.0,Wrapper Only
