Capability,Repositories,Recommendation,Reason
Framework Components,codeclimate,Archive,Duplicate/Lower score
Framework Components,config_4,Archive,Duplicate/Lower score
Framework Components,curl-known-security,Archive,Duplicate/Lower score
Framework Components,curl-robots,Archive,Duplicate/Lower score
Framework Components,datasrcs_test,Archive,Duplicate/Lower score
Framework Components,deepsource,Archive,Duplicate/Lower score
Framework Components,dependabot_2,Archive,Duplicate/Lower score
Framework Components,entrypoint_1,Archive,Duplicate/Lower score
Framework Components,enum4linux,Archive,Duplicate/Lower score
Framework Components,envexpand,Archive,Duplicate/Lower score
Framework Components,env_1,Archive,Duplicate/Lower score
Framework Components,error,Archive,Duplicate/Lower score
Framework Components,eslintconfig,Archive,Duplicate/Lower score
Framework Components,execute-python-script,Archive,Duplicate/Lower score
Framework Components,external_manager,Archive,Duplicate/Lower score
Framework Components,external_manager_test,Archive,Duplicate/Lower score
Framework Components,external_mcp,Archive,Duplicate/Lower score
Framework Components,falco,Archive,Duplicate/Lower score
Framework Components,get-arch,Archive,Duplicate/Lower score
Framework Components,index_14,Archive,Duplicate/Lower score
Framework Components,index_7,Archive,Duplicate/Lower score
Framework Components,install-python-package,Archive,Duplicate/Lower score
Framework Components,issue_importer,Archive,Duplicate/Lower score
Framework Components,jaeles,Archive,Duplicate/Lower score
Framework Components,ldap-search,Archive,Duplicate/Lower score
Framework Components,lint,Archive,Duplicate/Lower score
Framework Components,loggercpython-313,Archive,Duplicate/Lower score
Framework Components,logger_2,Archive,Duplicate/Lower score
Framework Components,lookup-sid,Archive,Duplicate/Lower score
Framework Components,mcp_reverse_shell,Archive,Duplicate/Lower score
Framework Components,meta,Archive,Duplicate/Lower score
Framework Components,nmap-finger,Archive,Duplicate/Lower score
Framework Components,nmap-kerberos,Archive,Duplicate/Lower score
Framework Components,nmap-msrpc,Archive,Duplicate/Lower score
Framework Components,nmap-nntp,Archive,Duplicate/Lower score
Framework Components,nmap-redis,Archive,Duplicate/Lower score
Framework Components,nmap-rmi,Archive,Duplicate/Lower score
Framework Components,nmap-sip,Archive,Duplicate/Lower score
Framework Components,nmap-ssh,Archive,Duplicate/Lower score
Framework Components,nmap-telnet,Archive,Duplicate/Lower score
Framework Components,nmap-tftp,Archive,Duplicate/Lower score
Framework Components,nmap_tool_1,Archive,Duplicate/Lower score
Framework Components,onesixtyone,Archive,Duplicate/Lower score
Framework Components,oracle-odat,Archive,Duplicate/Lower score
Framework Components,oracle-tnscmd,Archive,Duplicate/Lower score
Framework Components,paths,Archive,Duplicate/Lower score
Framework Components,pre-commit-config_1,Archive,Duplicate/Lower score
Framework Components,process_registry,Archive,Duplicate/Lower score
Framework Components,pyproject_5,Archive,Duplicate/Lower score
Framework Components,README_CN,Archive,Duplicate/Lower score
Framework Components,README_CN_2,Archive,Duplicate/Lower score
Framework Components,reconFTW,Archive,Duplicate/Lower score
Framework Components,redirect-host-discovery,Archive,Duplicate/Lower score
Framework Components,redis-cli,Archive,Duplicate/Lower score
Framework Components,registry_2,Archive,Duplicate/Lower score
Framework Components,requirements_14,Archive,Duplicate/Lower score
Framework Components,requirements_15,Archive,Duplicate/Lower score
Framework Components,requirements_5,Archive,Duplicate/Lower score
Framework Components,resiliencetest,Archive,Duplicate/Lower score
Framework Components,resolvers_test,Archive,Duplicate/Lower score
Framework Components,resources,Archive,Duplicate/Lower score
Framework Components,retrieval_postprocess_test,Archive,Duplicate/Lower score
Framework Components,rigid,Archive,Duplicate/Lower score
Framework Components,rigid_test,Archive,Duplicate/Lower score
Framework Components,rpcclient,Archive,Duplicate/Lower score
Framework Components,rpcdump,Archive,Duplicate/Lower score
Framework Components,rsync-list-files,Archive,Duplicate/Lower score
Framework Components,run,Archive,Duplicate/Lower score
Framework Components,run-shannon-blackbox,Archive,Duplicate/Lower score
Framework Components,run_all,Archive,Duplicate/Lower score
Framework Components,run_bench,Archive,Duplicate/Lower score
Framework Components,server_https_bootstrap,Archive,Duplicate/Lower score
Framework Components,shannon,Archive,Duplicate/Lower score
Framework Components,showmount,Archive,Duplicate/Lower score
Framework Components,sipvicious,Archive,Duplicate/Lower score
Framework Components,sleep,Archive,Duplicate/Lower score
Framework Components,smbclient,Archive,Duplicate/Lower score
Framework Components,smbmap,Archive,Duplicate/Lower score
Framework Components,snmpwalk,Archive,Duplicate/Lower score
Framework Components,SslTrustAll,Archive,Duplicate/Lower score
Framework Components,subprocess_mixin,Archive,Duplicate/Lower score
Framework Components,subprocess_runner,Archive,Duplicate/Lower score
Framework Components,terminal_ws_unix,Archive,Duplicate/Lower score
Framework Components,test_cli_vps_count,Archive,Duplicate/Lower score
Framework Components,test_exec_context,Archive,Duplicate/Lower score
Framework Components,test_injection,Archive,Duplicate/Lower score
Framework Components,test_mcp_setup,Archive,Duplicate/Lower score
Framework Components,test_permutation_wordlist_select,Archive,Duplicate/Lower score
Framework Components,test_process_registry,Archive,Duplicate/Lower score
Framework Components,test_profile_migration,Archive,Duplicate/Lower score
Framework Components,test_resolver_env,Archive,Duplicate/Lower score
Framework Components,test_secure_credential,Archive,Duplicate/Lower score
Framework Components,test_target_expander,Archive,Duplicate/Lower score
Framework Components,test_tracing_coverage,Archive,Duplicate/Lower score
Framework Components,test_verbosity,Archive,Duplicate/Lower score
Framework Components,trivy,Archive,Duplicate/Lower score
Framework Components,tsconfig,Archive,Duplicate/Lower score
Framework Components,tsconfigbase,Archive,Duplicate/Lower score
Framework Components,tsconfig_1,Archive,Duplicate/Lower score
Framework Components,turbo,Archive,Duplicate/Lower score
Framework Components,winrm-detection,Archive,Duplicate/Lower score
Framework Components,wordlist_test,Archive,Duplicate/Lower score
Framework Components,_13,Archive,Duplicate/Lower score
Framework Components,__init___201,Archive,Duplicate/Lower score
Framework Components,__init___205,Archive,Duplicate/Lower score
Framework Components,__init___51,Archive,Duplicate/Lower score
Framework Components,activity-logger,Archive,Duplicate/Lower score
Framework Components,activity-logger_1,Archive,Duplicate/Lower score
Framework Components,bloodhound,Archive,Duplicate/Lower score
Framework Components,error-formatter,Archive,Duplicate/Lower score
Framework Components,feature_request,Archive,Duplicate/Lower score
Framework Components,file-io,Archive,Duplicate/Lower score
Framework Components,file-operations,Archive,Duplicate/Lower score
Framework Components,glob,Archive,Duplicate/Lower score
Framework Components,input-validator,Archive,Duplicate/Lower score
Framework Components,junit_xml,Archive,Duplicate/Lower score
Framework Components,Keygraph_Button,Archive,Duplicate/Lower score
Framework Components,metrics_1,Archive,Duplicate/Lower score
Framework Components,progress-indicator,Archive,Duplicate/Lower score
Framework Components,totp-validator,Archive,Duplicate/Lower score
Framework Components,__init___207,Archive,Duplicate/Lower score
Framework Components,ARCHITECTURE_2,Archive,Duplicate/Lower score
Framework Components,bucket_exposure_engine,Archive,Duplicate/Lower score
Framework Components,codeql,Archive,Duplicate/Lower score
Framework Components,codeql-analysis,Archive,Duplicate/Lower score
Framework Components,conversation_manager,Archive,Duplicate/Lower score
Framework Components,dep-auto-merge,Archive,Duplicate/Lower score
Framework Components,eino_meta,Archive,Duplicate/Lower score
Framework Components,execution-runner,Archive,Duplicate/Lower score
Framework Components,functional,Archive,Duplicate/Lower score
Framework Components,gosum,Archive,Duplicate/Lower score
Framework Components,health-monitor,Archive,Duplicate/Lower score
Framework Components,index_2,Archive,Duplicate/Lower score
Framework Components,meta-cognition,Archive,Duplicate/Lower score
Framework Components,queue-validator,Archive,Duplicate/Lower score
Framework Components,README_25,Archive,Duplicate/Lower score
Framework Components,README_9,Archive,Duplicate/Lower score
Framework Components,recorder,Archive,Duplicate/Lower score
Framework Components,release-binary,Archive,Duplicate/Lower score
Framework Components,release-test,Archive,Duplicate/Lower score
Framework Components,tests,Archive,Duplicate/Lower score
Framework Components,update,Archive,Duplicate/Lower score
Framework Components,__init___147,Archive,Duplicate/Lower score
Framework Components,__init___224,Archive,Duplicate/Lower score
Framework Components,__init___231,Archive,Duplicate/Lower score
Framework Components,__init___57,Archive,Duplicate/Lower score
Framework Components,crtsh,Archive,Duplicate/Lower score
Framework Components,metadata,Archive,Duplicate/Lower score
Framework Components,arbiter,Archive,Duplicate/Lower score
Framework Components,auth_2,Archive,Duplicate/Lower score
Framework Components,debug-world-model,Archive,Duplicate/Lower score
Framework Components,dotdotpwn,Archive,Duplicate/Lower score
Framework Components,exposure_prioritizer,Archive,Duplicate/Lower score
Framework Components,fingerprint_correlator,Archive,Duplicate/Lower score
Framework Components,index_15,Archive,Duplicate/Lower score
Framework Components,index_16,Archive,Duplicate/Lower score
Framework Components,lint_python,Archive,Duplicate/Lower score
Framework Components,model-registry,Archive,Duplicate/Lower score
Framework Components,netexec,Archive,Duplicate/Lower score
Framework Components,package,Archive,Duplicate/Lower score
Framework Components,plugin_loader,Archive,Duplicate/Lower score
Framework Components,README_12,Archive,Duplicate/Lower score
Framework Components,registry_3,Archive,Duplicate/Lower score
Framework Components,releaserc,Archive,Duplicate/Lower score
Framework Components,renderers,Archive,Duplicate/Lower score
Framework Components,test_plugin_loader,Archive,Duplicate/Lower score
Framework Components,tools_commands,Archive,Duplicate/Lower score
Framework Components,tooltipcpython-313,Archive,Duplicate/Lower score
Framework Components,validatorcpython-313,Archive,Duplicate/Lower score
Framework Components,volatility3,Archive,Duplicate/Lower score
Framework Components,__init__cpython-313,Archive,Duplicate/Lower score
Framework Components,__init__cpython-313_1,Archive,Duplicate/Lower score
Framework Components,__init___212,Archive,Duplicate/Lower score
Framework Components,__init___213,Archive,Duplicate/Lower score
Framework Components,__init___214,Archive,Duplicate/Lower score
Framework Components,__init___215,Archive,Duplicate/Lower score
Framework Components,__init___216,Archive,Duplicate/Lower score
Framework Components,__init___217,Archive,Duplicate/Lower score
Framework Components,__init___28,Archive,Duplicate/Lower score
Framework Components,__init___43,Archive,Duplicate/Lower score
Framework Components,__init___58,Archive,Duplicate/Lower score
Framework Components,__init___71,Archive,Duplicate/Lower score
Framework Components,2dd29513_findings,Archive,Duplicate/Lower score
Framework Components,2dd29513_run_B_safe,Archive,Duplicate/Lower score
Framework Components,acquifinder,Archive,Duplicate/Lower score
Framework Components,active_recon,Archive,Duplicate/Lower score
Framework Components,ad-attacker,Archive,Duplicate/Lower score
Framework Components,adapter,Archive,Duplicate/Lower score
Framework Components,addr,Archive,Duplicate/Lower score
Framework Components,alerts,Archive,Duplicate/Lower score
Framework Components,alerts_1,Archive,Duplicate/Lower score
Framework Components,alienvault,Archive,Duplicate/Lower score
Framework Components,alterx,Archive,Duplicate/Lower score
Framework Components,amass_2,Archive,Duplicate/Lower score
Framework Components,analyze_repos,Archive,Duplicate/Lower score
Framework Components,anomaly_detector,Archive,Duplicate/Lower score
Framework Components,anomaly_engine,Archive,Duplicate/Lower score
Framework Components,anthropic,Archive,Duplicate/Lower score
Framework Components,anubis,Archive,Duplicate/Lower score
Framework Components,apex,Archive,Duplicate/Lower score
Framework Components,api_attack_surface,Archive,Duplicate/Lower score
Framework Components,api_fingerprint,Archive,Duplicate/Lower score
Framework Components,api_models,Archive,Duplicate/Lower score
Framework Components,api_path_discovery,Archive,Duplicate/Lower score
Framework Components,aquatone,Archive,Duplicate/Lower score
Framework Components,ARCHITECTURE,Archive,Duplicate/Lower score
Framework Components,ARCHITECTURE_1,Archive,Duplicate/Lower score
Framework Components,artifact-manifest,Archive,Duplicate/Lower score
Framework Components,asn,Archive,Duplicate/Lower score
Framework Components,asncache,Archive,Duplicate/Lower score
Framework Components,asnmap,Archive,Duplicate/Lower score
Framework Components,asn_intel,Archive,Duplicate/Lower score
Framework Components,assetfinder,Archive,Duplicate/Lower score
Framework Components,assets,Archive,Duplicate/Lower score
Framework Components,assets_test,Archive,Duplicate/Lower score
Framework Components,asset_classifier,Archive,Duplicate/Lower score
Framework Components,asset_decode,Archive,Duplicate/Lower score
Framework Components,assoc,Archive,Duplicate/Lower score
Framework Components,attack-planner,Archive,Duplicate/Lower score
Framework Components,attack-surface-enumeration,Archive,Duplicate/Lower score
Framework Components,attack_surface_mapper,Archive,Duplicate/Lower score
Framework Components,attack_surface_mapping,Archive,Duplicate/Lower score
Framework Components,auth-flow-analyzer,Archive,Duplicate/Lower score
Framework Components,authed-findings,Archive,Duplicate/Lower score
Framework Components,authed-stderr,Archive,Duplicate/Lower score
Framework Components,auth_handler,Archive,Duplicate/Lower score
Framework Components,auth_session,Archive,Duplicate/Lower score
Framework Components,autnum,Archive,Duplicate/Lower score
Framework Components,autsys,Archive,Duplicate/Lower score
Framework Components,autsys_1,Archive,Duplicate/Lower score
Framework Components,axiom,Archive,Duplicate/Lower score
Framework Components,backlog,Archive,Duplicate/Lower score
Framework Components,backlog_1,Archive,Duplicate/Lower score
Framework Components,backlog_test,Archive,Duplicate/Lower score
Framework Components,banner,Archive,Duplicate/Lower score
Framework Components,banners,Archive,Duplicate/Lower score
Framework Components,banner_3,Archive,Duplicate/Lower score
Framework Components,banner_url,Archive,Duplicate/Lower score
Framework Components,base,Archive,Duplicate/Lower score
Framework Components,base_3,Archive,Duplicate/Lower score
Framework Components,bevigil,Archive,Duplicate/Lower score
Framework Components,bigbountyrecon,Archive,Duplicate/Lower score
Framework Components,binaryedge,Archive,Duplicate/Lower score
Framework Components,bing,Archive,Duplicate/Lower score
Framework Components,blackbox-context,Archive,Duplicate/Lower score
Framework Components,blacklist_test,Archive,Duplicate/Lower score
Framework Components,book,Archive,Duplicate/Lower score
Framework Components,bufferover,Archive,Duplicate/Lower score
Framework Components,bufferoverrun,Archive,Duplicate/Lower score
Framework Components,bug-bounty,Archive,Duplicate/Lower score
Framework Components,bug_2,Archive,Duplicate/Lower score
Framework Components,bug_report_2,Archive,Duplicate/Lower score
Framework Components,bug_report_3,Archive,Duplicate/Lower score
Framework Components,build-test,Archive,Duplicate/Lower score
Framework Components,builder,Archive,Duplicate/Lower score
Framework Components,builtwith,Archive,Duplicate/Lower score
Framework Components,burp_suite,Archive,Duplicate/Lower score
Framework Components,c1ae665a_findings,Archive,Duplicate/Lower score
Framework Components,c1ae665a_run_A_default,Archive,Duplicate/Lower score
Framework Components,c2-operator,Archive,Duplicate/Lower score
Framework Components,c2_1,Archive,Duplicate/Lower score
Framework Components,c99,Archive,Duplicate/Lower score
Framework Components,capability_map,Archive,Duplicate/Lower score
Framework Components,categories,Archive,Duplicate/Lower score
Framework Components,censys,Archive,Duplicate/Lower score
Framework Components,censys_test,Archive,Duplicate/Lower score
Framework Components,certspotter,Archive,Duplicate/Lower score
Framework Components,certspotter_2,Archive,Duplicate/Lower score
Framework Components,CHANGELOG,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_121,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_122,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_123,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_13,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_14,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_15,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_16,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_17,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_18,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_181,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_182,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_19,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_2,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_20,Archive,Duplicate/Lower score
Framework Components,CHANGELOG_3,Archive,Duplicate/Lower score
Framework Components,chaos,Archive,Duplicate/Lower score
Framework Components,chaos_2,Archive,Duplicate/Lower score
Framework Components,chinaz,Archive,Duplicate/Lower score
Framework Components,chunk_eino,Archive,Duplicate/Lower score
Framework Components,CLAUDE_4,Archive,Duplicate/Lower score
Framework Components,client_1,Archive,Duplicate/Lower score
Framework Components,client_4,Archive,Duplicate/Lower score
Framework Components,clitest,Archive,Duplicate/Lower score
Framework Components,cli_1,Archive,Duplicate/Lower score
Framework Components,cli_2,Archive,Duplicate/Lower score
Framework Components,cli_3,Archive,Duplicate/Lower score
Framework Components,cli_4,Archive,Duplicate/Lower score
Framework Components,cli_5,Archive,Duplicate/Lower score
Framework Components,cname,Archive,Duplicate/Lower score
Framework Components,codecov,Archive,Duplicate/Lower score
Framework Components,common_2,Archive,Duplicate/Lower score
Framework Components,company_enrich,Archive,Duplicate/Lower score
Framework Components,company_rounds,Archive,Duplicate/Lower score
Framework Components,company_search,Archive,Duplicate/Lower score
Framework Components,compare_baseline,Archive,Duplicate/Lower score
Framework Components,confidence_engine,Archive,Duplicate/Lower score
Framework Components,config-parser,Archive,Duplicate/Lower score
Framework Components,config-schema,Archive,Duplicate/Lower score
Framework Components,config-schema_1,Archive,Duplicate/Lower score
Framework Components,configtest,Archive,Duplicate/Lower score
Framework Components,configure_mcp,Archive,Duplicate/Lower score
Framework Components,config_1,Archive,Duplicate/Lower score
Framework Components,config_test,Archive,Duplicate/Lower score
Framework Components,contact,Archive,Duplicate/Lower score
Framework Components,content_discovery,Archive,Duplicate/Lower score
Framework Components,context_analyzer,Archive,Duplicate/Lower score
Framework Components,contracts,Archive,Duplicate/Lower score
Framework Components,CONTRIBUTING,Archive,Duplicate/Lower score
Framework Components,CONTRIBUTING_5,Archive,Duplicate/Lower score
Framework Components,cookie_prefix_bypass,Archive,Duplicate/Lower score
Framework Components,core,Archive,Duplicate/Lower score
Framework Components,correlation_engine,Archive,Duplicate/Lower score
Framework Components,COVERAGE,Archive,Duplicate/Lower score
Framework Components,COVERAGE_1,Archive,Duplicate/Lower score
Framework Components,credential-tester,Archive,Duplicate/Lower score
Framework Components,crtsh_1,Archive,Duplicate/Lower score
Framework Components,crtsh_3,Archive,Duplicate/Lower score
Framework Components,csp_extractor,Archive,Duplicate/Lower score
Framework Components,ctf-solver,Archive,Duplicate/Lower score
Framework Components,curl,Archive,Duplicate/Lower score
Framework Components,dashboard_1,Archive,Duplicate/Lower score
Framework Components,data-flow-mapper,Archive,Duplicate/Lower score
Framework Components,database_1,Archive,Duplicate/Lower score
Framework Components,datasources,Archive,Duplicate/Lower score
Framework Components,DeathNote_1,Archive,Duplicate/Lower score
Framework Components,decision_engine,Archive,Duplicate/Lower score
Framework Components,decision_engine_1,Archive,Duplicate/Lower score
Framework Components,dedup,Archive,Duplicate/Lower score
Framework Components,deduplicator,Archive,Duplicate/Lower score
Framework Components,DEPENDENCIES,Archive,Duplicate/Lower score
Framework Components,DESIGN-FEATURES,Archive,Duplicate/Lower score
Framework Components,detection-engineer,Archive,Duplicate/Lower score
Framework Components,detection_engine,Archive,Duplicate/Lower score
Framework Components,diff,Archive,Duplicate/Lower score
Framework Components,digitalyama,Archive,Duplicate/Lower score
Framework Components,digitorus,Archive,Duplicate/Lower score
Framework Components,ding,Archive,Duplicate/Lower score
Framework Components,dirbrute,Archive,Duplicate/Lower score
Framework Components,directories,Archive,Duplicate/Lower score
Framework Components,dirsearch,Archive,Duplicate/Lower score
Framework Components,dispatch,Archive,Duplicate/Lower score
Framework Components,dispatcher,Archive,Duplicate/Lower score
Framework Components,doc,Archive,Duplicate/Lower score
Framework Components,Dockerfile,Archive,Duplicate/Lower score
Framework Components,Dockerfile_1,Archive,Duplicate/Lower score
Framework Components,Dockerfile_10,Archive,Duplicate/Lower score
Framework Components,Dockerfile_11,Archive,Duplicate/Lower score
Framework Components,Dockerfile_2,Archive,Duplicate/Lower score
Framework Components,Dockerfile_5,Archive,Duplicate/Lower score
Framework Components,Dockerfile_8,Archive,Duplicate/Lower score
Framework Components,dockerhub-push,Archive,Duplicate/Lower score
Framework Components,docs,Archive,Duplicate/Lower score
Framework Components,docs_1,Archive,Duplicate/Lower score
Framework Components,doctor,Archive,Duplicate/Lower score
Framework Components,doc_1,Archive,Duplicate/Lower score
Framework Components,doc_2,Archive,Duplicate/Lower score
Framework Components,dom_xss,Archive,Duplicate/Lower score
Framework Components,dot,Archive,Duplicate/Lower score
Framework Components,dot_test,Archive,Duplicate/Lower score
Framework Components,driftnet,Archive,Duplicate/Lower score
Framework Components,duckduckgo,Archive,Duplicate/Lower score
Framework Components,efd01c52_probe_runs,Archive,Duplicate/Lower score
Framework Components,employees,Archive,Duplicate/Lower score
Framework Components,en-US,Archive,Duplicate/Lower score
Framework Components,engine,Archive,Duplicate/Lower score
Framework Components,engineapi,Archive,Duplicate/Lower score
Framework Components,engine_1,Archive,Duplicate/Lower score
Framework Components,enumerate,Archive,Duplicate/Lower score
Framework Components,enumerate_test,Archive,Duplicate/Lower score
Framework Components,epistemic-reasoning,Archive,Duplicate/Lower score
Framework Components,evaluator,Archive,Duplicate/Lower score
Framework Components,EVIDENCE,Archive,Duplicate/Lower score
Framework Components,evidence-graph,Archive,Duplicate/Lower score
Framework Components,evidence-normalizers,Archive,Duplicate/Lower score
Framework Components,example-blackbox-config,Archive,Duplicate/Lower score
Framework Components,example-config,Archive,Duplicate/Lower score
Framework Components,example-config_1,Archive,Duplicate/Lower score
Framework Components,example-detection-rule,Archive,Duplicate/Lower score
Framework Components,example-engagement-plan,Archive,Duplicate/Lower score
Framework Components,example-nmap-analysis,Archive,Duplicate/Lower score
Framework Components,execution,Archive,Duplicate/Lower score
Framework Components,execution-log,Archive,Duplicate/Lower score
Framework Components,execution_view,Archive,Duplicate/Lower score
Framework Components,executor_helpers,Archive,Duplicate/Lower score
Framework Components,exif_metadata,Archive,Duplicate/Lower score
Framework Components,explanation_engine,Archive,Duplicate/Lower score
Framework Components,exporter,Archive,Duplicate/Lower score
Framework Components,exposure_classifier,Archive,Duplicate/Lower score
Framework Components,external-recon,Archive,Duplicate/Lower score
Framework Components,extractor,Archive,Duplicate/Lower score
Framework Components,false_positive_filter,Archive,Duplicate/Lower score
Framework Components,fastapi-scaffold,Archive,Duplicate/Lower score
Framework Components,feature_request_3,Archive,Duplicate/Lower score
Framework Components,ffuf_2,Archive,Duplicate/Lower score
Framework Components,fierce,Archive,Duplicate/Lower score
Framework Components,fierce_tool,Archive,Duplicate/Lower score
Framework Components,file,Archive,Duplicate/Lower score
Framework Components,files,Archive,Duplicate/Lower score
Framework Components,file_upload_validation,Archive,Duplicate/Lower score
Framework Components,filter,Archive,Duplicate/Lower score
Framework Components,filternet-bayes,Archive,Duplicate/Lower score
Framework Components,find,Archive,Duplicate/Lower score
Framework Components,findings_db,Archive,Duplicate/Lower score
Framework Components,fingerprinting,Archive,Duplicate/Lower score
Framework Components,fingerprints,Archive,Duplicate/Lower score
Framework Components,fofa,Archive,Duplicate/Lower score
Framework Components,fofa_2,Archive,Duplicate/Lower score
Framework Components,fofa_search,Archive,Duplicate/Lower score
Framework Components,forensics-analyst,Archive,Duplicate/Lower score
Framework Components,fork-philosophy,Archive,Duplicate/Lower score
Framework Components,fping_tool,Archive,Duplicate/Lower score
Framework Components,fqdn,Archive,Duplicate/Lower score
Framework Components,fqdn_endpoint,Archive,Duplicate/Lower score
Framework Components,fqdn_lookup,Archive,Duplicate/Lower score
Framework Components,fullhunt,Archive,Duplicate/Lower score
Framework Components,full_v0,Archive,Duplicate/Lower score
Framework Components,full_v1,Archive,Duplicate/Lower score
Framework Components,full_v2,Archive,Duplicate/Lower score
Framework Components,FUNDING_1,Archive,Duplicate/Lower score
Framework Components,fuzzy,Archive,Duplicate/Lower score
Framework Components,fuzz_wordlist,Archive,Duplicate/Lower score
Framework Components,gau,Archive,Duplicate/Lower score
Framework Components,gau_2,Archive,Duplicate/Lower score
Framework Components,generatorcpython-313,Archive,Duplicate/Lower score
Framework Components,gexf,Archive,Duplicate/Lower score
Framework Components,gexf_test,Archive,Duplicate/Lower score
Framework Components,gitbook,Archive,Duplicate/Lower score
Framework Components,github,Archive,Duplicate/Lower score
Framework Components,gitlab,Archive,Duplicate/Lower score
Framework Components,gleif,Archive,Duplicate/Lower score
Framework Components,gleif_1,Archive,Duplicate/Lower score
Framework Components,global,Archive,Duplicate/Lower score
Framework Components,gobuster,Archive,Duplicate/Lower score
Framework Components,gobuster_2,Archive,Duplicate/Lower score
Framework Components,gobuster_tool,Archive,Duplicate/Lower score
Framework Components,goreleaser_1,Archive,Duplicate/Lower score
Framework Components,gospider,Archive,Duplicate/Lower score
Framework Components,go_1,Archive,Duplicate/Lower score
Framework Components,go_4,Archive,Duplicate/Lower score
Framework Components,graph,Archive,Duplicate/Lower score
Framework Components,graphdb,Archive,Duplicate/Lower score
Framework Components,graphdb_test,Archive,Duplicate/Lower score
Framework Components,grepapp,Archive,Duplicate/Lower score
Framework Components,ground-truth-validator,Archive,Duplicate/Lower score
Framework Components,guided,Archive,Duplicate/Lower score
Framework Components,guided_recon,Archive,Duplicate/Lower score
Framework Components,guided_recon_1,Archive,Duplicate/Lower score
Framework Components,guided_recon_121,Archive,Duplicate/Lower score
Framework Components,guided_recon_122,Archive,Duplicate/Lower score
Framework Components,guided_view,Archive,Duplicate/Lower score
Framework Components,hackertarget_1,Archive,Duplicate/Lower score
Framework Components,hackertarget_3,Archive,Duplicate/Lower score
Framework Components,hakrawler,Archive,Duplicate/Lower score
Framework Components,hakrawler_tool,Archive,Duplicate/Lower score
Framework Components,handlers,Archive,Duplicate/Lower score
Framework Components,headers,Archive,Duplicate/Lower score
Framework Components,hexstrike_mcp,Archive,Duplicate/Lower score
Framework Components,hexstrike_server,Archive,Duplicate/Lower score
Framework Components,http,Archive,Duplicate/Lower score
Framework Components,http-framework-test,Archive,Duplicate/Lower score
Framework Components,httpbinorg__20260515_233823,Archive,Duplicate/Lower score
Framework Components,httpx_tool,Archive,Duplicate/Lower score
Framework Components,http_clients,Archive,Duplicate/Lower score
Framework Components,http_headers,Archive,Duplicate/Lower score
Framework Components,http_test,Archive,Duplicate/Lower score
Framework Components,hudsonrock,Archive,Duplicate/Lower score
Framework Components,hunterio,Archive,Duplicate/Lower score
Framework Components,i18n,Archive,Duplicate/Lower score
Framework Components,idor_sequential,Archive,Duplicate/Lower score
Framework Components,index_11,Archive,Duplicate/Lower score
Framework Components,index_6,Archive,Duplicate/Lower score
Framework Components,index_8,Archive,Duplicate/Lower score
Framework Components,index_pipeline_test,Archive,Duplicate/Lower score
Framework Components,info-collect,Archive,Duplicate/Lower score
Framework Components,infrastructure_view,Archive,Duplicate/Lower score
Framework Components,ini,Archive,Duplicate/Lower score
Framework Components,initialize,Archive,Duplicate/Lower score
Framework Components,inputFiles,Archive,Duplicate/Lower score
Framework Components,install,Archive,Duplicate/Lower score
Framework Components,installation,Archive,Duplicate/Lower score
Framework Components,install_4,Archive,Duplicate/Lower score
Framework Components,install_wizard,Archive,Duplicate/Lower score
Framework Components,integration,Archive,Duplicate/Lower score
Framework Components,intelligence_concepts,Archive,Duplicate/Lower score
Framework Components,intelligence_pipeline,Archive,Duplicate/Lower score
Framework Components,intelx,Archive,Duplicate/Lower score
Framework Components,interactive,Archive,Duplicate/Lower score
Framework Components,introduction,Archive,Duplicate/Lower score
Framework Components,ipaddr,Archive,Duplicate/Lower score
Framework Components,ipaddr_endpoint,Archive,Duplicate/Lower score
Framework Components,ipnet,Archive,Duplicate/Lower score
Framework Components,ipverse,Archive,Duplicate/Lower score
Framework Components,ip_netblock,Archive,Duplicate/Lower score
Framework Components,issue-report,Archive,Duplicate/Lower score
Framework Components,jarm,Archive,Duplicate/Lower score
Framework Components,jsluice_patterns,Archive,Duplicate/Lower score
Framework Components,js_analyzer,Archive,Duplicate/Lower score
Framework Components,juice-shop,Archive,Duplicate/Lower score
Framework Components,katana,Archive,Duplicate/Lower score
Framework Components,katana_2,Archive,Duplicate/Lower score
Framework Components,katana_tool,Archive,Duplicate/Lower score
Framework Components,kiterunner,Archive,Duplicate/Lower score
Framework Components,kiterunner_tool,Archive,Duplicate/Lower score
Framework Components,knowledge-base,Archive,Duplicate/Lower score
Framework Components,knowledge_base_1,Archive,Duplicate/Lower score
